hip_angle_l,hip_flexion_l_moment
2.013318821,0.165292817
2.140644958,0.202720302
2.267977167,0.241186774
2.335466224,0.279907124
2.396141411,0.318397002
2.456819492,0.356018038
2.501315298,0.392105471
2.50725649,0.426007149
2.513197399,0.457118971
2.519138591,0.484873556
2.495571856,0.507876362
2.453641592,0.526037108
2.411713327,0.539573878
2.369783064,0.548251002
2.3159298,0.553627129
2.261672492,0.554059882
2.207417771,0.549593825
2.150992235,0.540174647
2.090394055,0.525875862
2.029792985,0.507635966
1.969194805,0.48596397
1.868433204,0.461750191
1.753195963,0.435436049
1.637953226,0.407586739
1.500284568,0.378786473
1.214286238,0.349107389
0.928301544,0.319951815
0.642303213,0.291949612
0.234589474,0.265379696
-0.314267909,0.240692857
-0.863151465,0.218638981
-1.412008849,0.199532627
-2.279496263,0.182844566
-3.207981005,0.169280553
-4.136510022,0.158984686
-5.125166747,0.152040681
-6.306942169,0.148658005
-7.488661241,0.147986074
-8.670436663,0.149684566
-10.03449042,0.153735697
-11.50523457,0.159548376
-12.97590858,0.166444156
-14.44586527,0.173960956
-15.75303651,0.182590271
-17.06027008,0.190935857
-18.36744132,0.198589886
-19.55183847,0.205823893
-20.46227432,0.213106873
-21.3727536,0.218761469
-22.28318945,0.222592358
-23.20576282,0.223097617
-24.13326519,0.221018665
-25.06081177,0.216917292
-25.97900958,0.210841133
-26.81595616,0.202817381
-27.65294265,0.19311494
-28.48988923,0.18194751
-29.21156616,0.170938206
-29.81764041,0.160372207
-30.42374356,0.149179109
-31.02981781,0.137675546
-31.5063416,0.124130518
-31.96734811,0.110666209
-32.42837661,0.097829713
-32.87953371,0.086267686
-33.30659939,0.076760925
-33.7336447,0.06862111
-34.16071037,0.062015193
-34.64782209,0.056818811
-35.17417154,0.053179276
-35.7004959,0.051260835
-36.22684535,0.051012014
-36.71341558,0.052621274
-37.19969758,0.055626854
-37.6859564,0.059807231
-38.06746616,0.064760741
-38.2556003,0.070064628
-38.44374342,0.075624362
-38.63188654,0.081072411
-38.78345504,0.086026119
-38.92284398,0.090100249
-39.06222626,0.092917061
-39.18503851,0.094227235
-39.20885239,0.094245625
-39.2326674,0.092033973
-39.25648129,0.087356986
-39.26621095,0.080111178
-39.26019711,0.070196062
-39.25418299,0.057494234
-39.24816915,0.042042597
-39.19142373,0.024030941
-39.12485861,0.00358082
-39.05829032,-0.019069951
-38.97250258,-0.043720602
-38.82086638,-0.070279143
-38.66923742,-0.097950027
-38.51760122,-0.126296713
-38.32812063,-0.1549898
-38.1156643,-0.183529949
-37.9032181,-0.211406686
-37.69233869,-0.238227589
-37.55289372,-0.26429933
-37.4134421,-0.288625979
-37.27399048,-0.31096353
-37.14470247,-0.331129904
-37.02963126,-0.34902882
-36.91456554,-0.364666147
-36.79949433,-0.378111968
-36.59616758,-0.388969565
-36.37180839,-0.397869021
-36.14745991,-0.405215583
-35.89477277,-0.411314871
-35.5309068,-0.416472148
-35.16702347,-0.421125816
-34.8031575,-0.42564632
-34.49018516,-0.429798255
-34.21130997,-0.434092644
-33.93242149,-0.439188602
-33.65354631,-0.445288424
-33.44359253,-0.452708386
-33.23407872,-0.461307039
-33.02455491,-0.47104442
-32.87228512,-0.481647078
-32.82984852,-0.492775479
-32.78741395,-0.504451915
-32.74497736,-0.516352956
-32.74725398,-0.528487644
-32.7654696,-0.540238156
-32.78368521,-0.551095252
-32.79939674,-0.560647
-32.79939674,-0.568277867
-32.79939674,-0.574098023
-32.79939674,-0.577930348
-32.79939674,-0.579637088
-32.79939674,-0.579219993
-32.79939674,-0.576803496
-32.79939674,-0.572555382
-32.70346068,-0.567449945
-32.60045699,-0.561108123
-32.49745821,-0.553818304
-32.27867826,-0.544730447
-31.8183662,-0.532893492
-31.35803219,-0.521195724
-30.89772013,-0.509957183
-30.41122786,-0.50181037
-29.91435213,-0.495541553
-29.4174527,-0.490348343
-28.92579065,-0.486532452
-28.47699563,-0.485811215
-28.02822201,-0.48612082
-27.57942699,-0.487301393
-27.19178959,-0.488482332
-26.86420358,-0.489406243
-26.53661757,-0.490408242
-26.20904718,-0.491163619
-25.70118636,-0.491342211
-25.17362955,-0.49062271
-24.64604759,-0.488707129
-24.13832881,-0.485724703
-23.67753813,-0.481994316
-23.21676943,-0.476428605
-22.75597876,-0.468926056
-22.34552339,-0.458400283
-21.95744296,-0.445455399
-21.56938105,-0.430639862
-21.18077243,-0.414437543
-20.78666754,-0.400314937
-20.39254386,-0.38486074
-19.99843898,-0.368322385
-19.55459562,-0.349585333
-19.05747016,-0.328821145
-18.56032098,-0.307776546
-18.06319552,-0.286706699
-17.48033319,-0.26739729
-16.88552332,-0.248722647
-16.2906851,-0.230643982
-15.68427715,-0.212786023
-15.0474729,-0.194418481
-14.41066866,-0.176978314
-13.77389478,-0.160511564
-13.17358092,-0.146017585
-12.59107166,-0.132989331
-12.00853463,-0.120927387
-11.43085582,-0.109801732
-10.91695286,-0.099624218
-10.4030744,-0.090293201
-9.889171438,-0.08176645
-9.422131102,-0.074223396
-9.0217482,-0.067725247
-8.62138439,-0.061939108
-8.221001488,-0.056848778
-7.854946582,-0.052102942
-7.496943604,-0.047953727
-7.138957696,-0.044471875
-6.793766234,-0.041942371
-6.497543613,-0.041184712
-6.201306867,-0.041016922
-5.905084246,-0.041380138
-5.623908087,-0.041086477
-5.356746523,-0.040104271
-5.089572219,-0.03932329
-4.822410655,-0.038574731
-4.408886723,-0.038096089
-3.966816733,-0.037310728
-3.524767821,-0.035884233
-3.107310679,-0.033492744
-2.773470583,-0.029722168
-2.439614567,-0.024484812
-2.10577447,-0.017507638
-1.676843222,-0.008236882
-1.191277784,0.003432929
-0.705689191,0.017510019
-0.224483284,0.03414571
0.090848183,0.053975397
0.406164613,0.07643356
0.72149608,0.101454556
1.011082251,0.128411305
1.265322923,0.156898977
1.519551472,0.187278511
1.773792144,0.219171537
1.957535316,0.252927195
2.124796328,0.287429412
2.292049365,0.321938068
2.438581664,0.355746026
2.468920736,0.387697553
2.499261255,0.417854881
2.529600327,0.445627445
2.499922944,0.470288987
2.421020671,0.491364998
2.342122159,0.508557269
2.263219886,0.521510442
2.132658805,0.529672934
1.999269863,0.533163048
1.865887281,0.531950786
1.740835259,0.52651727
1.631741862,0.517421335
1.522643263,0.504161361
1.413549867,0.487128758
1.259856621,0.465980139
1.090256344,0.441804519
0.920647979,0.415514413
0.728491388,0.387724921
0.383484057,0.358859193
0.038493175,0.329901992
-0.306514156,0.301515749
-0.739327907,0.274344543
-1.352587675,0.248975642
-1.9658182,0.225858975
-2.579077968,0.205399056
-3.258202062,0.187169486
-3.962026081,0.17183146
-4.66581654,0.159754571
-5.4381988,0.15090164
-6.689548875,0.145010823
-7.940839283,0.142043411
-9.192189358,0.141704742
-10.33138822,0.144720469
-11.31723299,0.151071728
-12.30303076,0.158806765
-13.28887553,0.167444634
-14.36862251,0.17721016
-15.52093425,0.187468238
-16.67319104,0.197225068
-17.82550277,0.206075864
-18.86423046,0.213182526
-19.89832899,0.218719231
-20.9323782,0.222482528
-21.92770246,0.224098083
-22.84970329,0.223289432
-23.77174808,0.220471903
-24.6937489,0.215709114
-25.58927241,0.209878927
-26.47557046,0.202675997
-27.36191078,0.194074674
-28.21034489,0.184323162
-28.83075004,0.173597473
-29.4511256,0.162370372
-30.07153074,0.150970036
-30.61203041,0.139852695
-31.06538738,0.129340135
-31.51876597,0.119574071
-31.97212294,0.110806282
-32.33252643,0.1033127
-32.67172762,0.097204202
-33.01094498,0.092573739
-33.35797425,0.089453973
-33.7524679,0.087747053
-34.14694274,0.087489179
-34.54143639,0.088552109
-34.87333445,0.090766288
-35.15198732,0.093895055
-35.4306269,0.097647188
-35.70927977,0.101707367
-35.92599656,0.104740926
-36.13820559,0.107307182
-36.3504045,0.109111843
-36.49911402,0.110447623
-36.51713848,0.111661159
-36.53516379,0.111086048
-36.55318825,0.108440482
-36.55879044,0.103210927
-36.55879044,0.095370546
-36.55879044,0.084926896
-36.55621321,0.071851501
-36.52590075,0.056393033
-36.49558686,0.038380987
-36.46527441,0.017967605
-36.38265293,-0.004645979
-36.24333301,-0.029189891
-36.10400644,-0.055329892
-35.96468652,-0.082709939
-35.83565411,-0.112070026
-35.70814439,-0.142058653
-35.58062858,-0.172115776
-35.44653781,-0.201837224
-35.29482533,-0.230829358
-35.14312008,-0.258835743
-34.9914076,-0.285586577
-34.77512162,-0.310906305
-34.52704577,-0.334623687
-34.27898175,-0.35663333
-34.02805793,-0.376881774
-33.73071599,-0.394914603
-33.43335988,-0.411361695
-33.13601795,-0.426374287
-32.80537981,-0.439990234
-32.43505271,-0.452400166
-32.06470795,-0.464022779
-31.69436318,-0.475094589
-31.38122403,-0.485862974
-31.07770263,-0.496503845
-30.7741957,-0.507169701
-30.50324285,-0.517430271
-30.32735085,-0.526304577
-30.15145046,-0.535342024
-29.97555845,-0.544462372
-29.95379999,-0.554947006
-30.01444467,-0.565932829
-30.07509225,-0.576410552
-30.1400568,-0.586033265
-30.29148235,-0.593260081
-30.44290067,-0.599093845
-30.59432621,-0.603248222
-30.76382803,-0.605917991
-30.95644921,-0.607026243
-31.14906121,-0.605867165
-31.3416824,-0.602381088
-31.40810058,-0.596106823
-31.44450095,-0.58752208
-31.48089959,-0.576933558
-31.48247245,-0.564780346
-31.34897863,-0.551890184
-31.21547844,-0.537975703
-31.08197825,-0.523450834
-30.78772804,-0.506023808
-30.38763107,-0.487045267
-29.98755318,-0.468702968
-29.5874562,-0.451351053
-29.12816746,-0.438044265
-28.66870394,-0.42625944
-28.20926233,-0.416138271
-27.80413346,-0.408722827
-27.50716895,-0.404961256
-27.21019028,-0.402804978
-26.91322576,-0.40207469
-26.55876663,-0.403523246
-26.18285119,-0.406221393
-25.80691783,-0.40945013
-25.41193814,-0.412595127
-24.88127743,-0.413799032
-24.35064203,-0.414388985
-23.81998133,-0.41399739
-23.27529807,-0.41243654
-22.71392305,-0.409438133
-22.15257481,-0.404579122
-21.5911998,-0.397672166
-20.98665541,-0.387934516
-20.37363219,-0.375835618
-19.76060897,-0.361508955
-19.17535587,-0.345711872
-18.68026939,-0.330123292
-18.18520653,-0.312674185
-17.69012005,-0.293585059
-17.1638347,-0.272289904
-16.61798082,-0.249380216
-16.07215297,-0.225672996
-15.52623277,-0.201484553
-14.97448582,-0.177457971
-14.42271256,-0.153570263
-13.87096562,-0.130119042
-13.32124004,-0.107623417
-12.77453144,-0.08645237
-12.22779677,-0.066492473
-11.68108817,-0.047950839
-11.12203509,-0.031027315
-10.55841568,-0.015856511
-9.994769396,-0.002548137
-9.441440666,0.008845258
-8.962163457,0.018478526
-8.482909101,0.026081818
-8.003631892,0.031660492
-7.555983374,0.034683465
-7.137583979,0.035258811
-6.719184583,0.034008454
-6.300805138,0.031059294
-5.943550864,0.027414316
-5.592022695,0.022492624
-5.240477764,0.016430248
-4.909513444,0.009090125
-4.624645233,0.000268865
-4.339790604,-0.008888045
-4.054922393,-0.018067206
-3.76995397,-0.025659461
-3.484923698,-0.032058146
-3.199907018,-0.037455373
-2.920237908,-0.041569333
-2.689904555,-0.044618544
-2.45956022,-0.04564153
-2.229226867,-0.044329908
-1.998741951,-0.039964945
-1.768122984,-0.03229305
-1.53749302,-0.02157627
-1.306874053,-0.007675784
-1.108877588,0.008713022
-0.914890518,0.028279757
-0.720894199,0.051058994
-0.519972664,0.077164531
-0.301677327,0.106759457
-0.08338199,0.13893897
0.134902938,0.173346877
0.324320644,0.21003674
0.500191172,0.248271519
0.676070087,0.287292558
0.8416942,0.326431696
0.884185274,0.364064559
0.926674322,0.400687548
0.969165396,0.435684404
0.991430054,0.468456004
0.991430054,0.498435751
0.991430054,0.525105587
0.991430054,0.548010444
0.97552185,0.566895821
0.957336586,0.581365209
0.939152189,0.591207983
0.912808186,0.596402624
0.86429821,0.59708368
0.815785921,0.593192625
0.767275945,0.584959652
0.654253499,0.571967459
0.508682071,0.555002175
0.363103701,0.534932748
0.220502889,0.512315352
0.123482386,0.487773669
0.026461884,0.461905876
-0.070553992,0.435344303
-0.242357472,0.408785835
-0.503144634,0.382835386
-0.76394423,0.357944356
-1.024731391,0.334592879
-1.549889024,0.312297928
-2.120648362,0.292112517
-2.691434916,0.274415872
-3.331178313,0.259353725
-4.174419423,0.246989812
-5.017620326,0.23722364
-5.860861436,0.229912626
-6.900446706,0.226315779
-8.045724555,0.225468125
-9.190947794,0.226242232
-10.33875203,0.228226767
-11.54245308,0.230138295
-12.74621153,0.232516016
-13.94991258,0.234971595
-15.14441754,0.238039142
-16.3265904,0.241677467
-17.50881963,0.244395546
-18.6909925,0.245947423
-19.72664673,0.245863233
-20.73111786,0.244226845
-21.7355411,0.241020847
-22.67110426,0.236000404
-23.35115734,0.228590136
-24.03124285,0.219718216
-24.71129593,0.209521803
-25.34275764,0.19903956
-25.94346977,0.188169631
-26.54421055,0.176612177
-27.14478624,0.164635571
-27.73286477,0.15289361
-28.32091526,0.141289199
-28.90899379,0.13010329
-29.45958994,0.119443889
-29.92027755,0.109336414
-30.3809432,0.100399949
-30.84163081,0.092831895
-31.26058574,0.086541678
-31.66066102,0.081784078
-32.06071722,0.078743479
-32.46031672,0.077544528
-32.85459894,0.07920925
-33.24889995,0.082494599
-33.64318217,0.087261845
-34.00258092,0.092912033
-34.32404908,0.099170667
-34.6455019,0.106198783
-34.96697006,0.113674662
-35.24933163,0.121028344
-35.5223956,0.128048386
-35.79544655,0.134395795
-36.03578719,0.139675171
-36.14969134,0.143495986
-36.26360093,0.145491343
-36.37750509,0.145319155
-36.42425557,0.143823333
-36.41819434,0.140504116
-36.41213281,0.134262482
-36.40607158,0.124965706
-36.40579151,0.111751622
-36.40579151,0.095393648
-36.40579151,0.076018535
-36.40366372,0.053503451
-36.3976015,0.027841032
-36.39153957,-0.000139024
-36.38547735,-0.030075843
-36.37489776,-0.061935321
-36.36277615,-0.095021356
-36.35065513,-0.128732196
-36.33431474,-0.16258308
-36.29188264,-0.196092431
-36.24945255,-0.228796427
-36.20702045,-0.260262904
-36.13545372,-0.289865195
-36.03839496,-0.31730234
-35.94134084,-0.342519018
-35.84428208,-0.365323869
-35.7019752,-0.385446739
-35.55626764,-0.402999907
-35.41056704,-0.418041158
-35.22681608,-0.431394742
-34.96584192,-0.443973865
-34.70485532,-0.454596205
-34.44388116,-0.463553427
-34.1167418,-0.467102978
-33.76500022,-0.468137218
-33.41324186,-0.468508192
-33.10539459,-0.469077955
-33.10539459,-0.473376735
-33.10539459,-0.477872023
-33.10539459,-0.482751639
-33.07043597,-0.487788551
-32.79768586,-0.491011042
-32.52494877,-0.494763373
-32.25219866,-0.498948442
-32.13755359,-0.502816787
-32.16766822,-0.506199711
-32.19778428,-0.509373359
-32.2278989,-0.512050649
-32.23653535,-0.51528757
-32.24260295,-0.517607627
-32.24867083,-0.518591216
-32.25297379,-0.518101043
-32.25297379,-0.516091862
-32.25297379,-0.512299327
-32.25297379,-0.506718283
-32.2075914,-0.499553398
-32.14085279,-0.490886104
-32.07411737,-0.480875009
-32.00081376,-0.469771626
-31.84930334,-0.457614628
-31.6977857,-0.44505947
-31.54627528,-0.432462193
-31.35755659,-0.420814829
-31.12706832,-0.41051605
-30.89656906,-0.401116421
-30.66608079,-0.392836831
-30.38824505,-0.384957155
-30.1031982,-0.378303076
-29.81813775,-0.37301731
-29.52028073,-0.369841755
-29.18673268,-0.370085869
-28.85316873,-0.371304351
-28.51962068,-0.373248264
-28.01691135,-0.374058625
-27.42702944,-0.374176638
-26.83711941,-0.374076774
-26.24723751,-0.373422877
-25.34531853,-0.371039382
-24.42860648,-0.367433274
-23.51185072,-0.362375109
-22.72395913,-0.356393193
-22.19687923,-0.350082793
-21.66982445,-0.341786857
-21.14274455,-0.331434743
-20.55833047,-0.320369342
-19.95189053,-0.307793892
-19.34547951,-0.293279134
-18.74071869,-0.276756676
-18.14846637,-0.257074082
-17.55618582,-0.235985339
-16.9639335,-0.213733143
-16.37565767,-0.190311097
-15.79275758,-0.165906258
-15.20982971,-0.141164286
-14.62690183,-0.116371375
-13.99418383,-0.093939099
-13.34514728,-0.072706771
-12.69614169,-0.052237133
-12.0443268,-0.032402342
-11.37682445,-0.011699099
-10.70929027,0.007575229
-10.04178792,0.025243695
-9.37770133,0.039847779
-8.716485327,0.051493533
-8.055237795,0.061160232
-7.394021792,0.068780442
-6.812830761,0.075641469
-6.236290447,0.08048896
-5.659722641,0.083272673
-5.108273447,0.083830739
-4.604648661,0.082055992
-4.10104789,0.078500588
-3.597423105,0.073328501
-3.127538234,0.066539027
-2.669367926,0.058495085
-2.211219465,0.049531453
-1.75534138,0.03996877
-1.330691322,0.030457699
-0.906021015,0.020985072
-0.481350708,0.011910087
-0.107432327,0.003902016
0.20827191,-0.002622603
0.523961092,-0.007640292
0.839665329,-0.010796438
1.039553722,-0.01219313
1.221444847,-0.011159625
1.4033273,-0.00736339
1.556811103,-0.000542701
1.629605487,0.009547377
1.702403341,0.022887446
1.775197725,0.039516887
1.855990049,0.059589727
1.940944585,0.082916252
2.025903172,0.109226125
2.111525331,0.13831692
2.208491958,0.17057113
2.305453963,0.204865778
2.40242059,0.240760223
2.472179854,0.277484931
2.508558561,0.31444117
2.544935532,0.35140031
2.581314238,0.38777283
2.581863097,0.422770512
2.57579055,0.455956008
2.569718003,0.486791023
2.566613438,0.51481064
2.572682608,0.539678993
2.578751489,0.560728575
2.584820659,0.577597006
2.583087985,0.589914191
2.577020501,0.597530553
2.570953307,0.600403683
2.561710014,0.598541799
2.476732978,0.592054795
2.39175189,0.581153352
2.306774854,0.566143382
2.219123786,0.547233694
2.128070555,0.524845133
2.037012981,0.499750733
1.94595975,0.472538729
1.783631344,0.444279142
1.607613039,0.415251355
1.43158634,0.386009755
1.199271573,0.356703278
0.786499459,0.326874758
0.373747027,0.298579288
-0.039025087,0.272287997
-0.617992947,0.24909244
-1.291703002,0.229000082
-1.965413058,0.211828346
-2.651891855,0.19764346
-3.683071618,0.185114898
-4.714202212,0.175576765
-5.745381975,0.168871394
-6.871053221,0.165030646
-8.1208817,0.163836528
-9.370650583,0.164585534
-10.62047906,0.166884818
-11.84468827,0.172226477
-13.06371354,0.17866877
-14.28268068,0.18540135
-15.46875246,0.191980102
-16.54180163,0.197928926
-17.61490196,0.203072373
-18.68795113,0.207132937
-19.76953785,0.210426768
-20.85626107,0.212582878
-21.94303612,0.213172206
-23.02972118,0.212155959
-24.01644116,0.209296585
-25.00311409,0.204929401
-25.98983407,0.199181768
-26.87654048,0.192141403
-27.437143,0.183826917
-27.99774553,0.174747513
-28.55832133,0.165158596
-29.12851833,0.155870139
-29.70390828,0.146899987
-30.27932566,0.13820959
-30.84908204,0.130058005
-31.28006523,0.123101416
-31.71102788,0.117062176
-32.14201107,0.112083303
-32.53713551,0.108197937
-32.88633428,0.105437559
-33.2355164,0.103884024
-33.58471517,0.103483619
-33.96059534,0.104680526
-34.34284478,0.106900188
-34.725076,0.109809795
-35.1260645,0.11284969
-35.59951596,0.114833422
-36.07299,0.11668191
-36.54644146,0.118072455
-36.89874458,0.118945251
-37.1717958,0.118877104
-37.44486003,0.117373731
-37.71758307,0.114139149
-37.86319419,0.108214644
-38.00880532,0.1000805
-38.1544095,0.089568158
-38.24177479,0.077429926
-38.24177479,0.064048629
-38.24177479,0.048145949
-38.24177479,0.029805194
-38.22242621,0.008819001
-38.19814526,-0.014336194
-38.17386316,-0.039302125
-38.13769796,-0.065785887
-38.05284807,-0.09350286
-37.96800222,-0.121979745
-37.88315233,-0.150820463
-37.77326788,-0.180288687
-37.6459643,-0.20979801
-37.51866679,-0.238529256
-37.39136321,-0.266160485
-37.16963097,-0.29255742
-36.94637366,-0.317367888
-36.723127,-0.340438642
-36.45550237,-0.361544552
-36.1096375,-0.38056376
-35.76375614,-0.397802157
-35.41789127,-0.413376978
-35.17353454,-0.427652004
-34.96127778,-0.440712118
-34.74903114,-0.452744242
-34.50845634,-0.463921376
-34.11426802,-0.474104354
-33.72006091,-0.48404199
-33.32587259,-0.493956382
-32.94173447,-0.503314196
-32.56579967,-0.512369746
-32.18984694,-0.521755551
-31.81391214,-0.531453588
-31.6215762,-0.541341517
-31.43953001,-0.551278034
-31.25747514,-0.561027799
-31.14872116,-0.57062583
-31.17900008,-0.58002794
-31.20927756,-0.588240278
-31.23955648,-0.594887092
-31.31779936,-0.598849421
-31.41326723,-0.600285049
-31.50873054,-0.599194578
-31.60564005,-0.595481821
-31.72095412,-0.590228025
-31.83627368,-0.582136824
-31.95158774,-0.571307423
-31.99539252,-0.557178748
-31.95900178,-0.539963285
-31.92261278,-0.520914879
-31.88622204,-0.500501179
-31.76916659,-0.479925017
-31.63979775,-0.459161127
-31.51043507,-0.438664729
-31.32586434,-0.418367747
-30.83004436,-0.395944676
-30.33420073,-0.375268549
-29.83838074,-0.35669775
-29.43575139,-0.342625755
-29.1480878,-0.333708991
-28.86041049,-0.327369956
-28.5727469,-0.323549704
-28.27282253,-0.323398055
-27.96986578,-0.325668596
-27.66689459,-0.329691588
-27.32168646,-0.334747057
-26.80046499,-0.339395742
-26.27926837,-0.344433413
-25.7580469,-0.349357176
-25.21553344,-0.354182732
-24.65800719,-0.358291353
-24.10050753,-0.360901201
-23.54298128,-0.361647229
-23.15681505,-0.358417131
-22.77409244,-0.352775667
-22.39135157,-0.344626484
-22.00884988,-0.335726322
-21.62668643,-0.327219086
-21.24454121,-0.316311967
-20.86237776,-0.303194825
-20.46183796,-0.285828631
-20.05607273,-0.266160027
-19.65032684,-0.245179976
-19.22822762,-0.22342227
-18.68221141,-0.202360299
-18.13616915,-0.181112439
-17.59015294,-0.160043237
-17.03768629,-0.139464627
-16.47916765,-0.119684699
-15.92062237,-0.100996301
-15.36210373,-0.083619155
-14.81002624,-0.067927004
-14.25858671,-0.053856866
-13.70712089,-0.041461461
-13.16283078,-0.030741021
-12.63466887,-0.02164731
-12.10653215,-0.014183146
-11.57837025,-0.008263843
-11.08459269,-0.003839049
-10.60512786,-0.000746132
-10.12564017,0.001179713
-9.650654153,0.001982616
-9.213745598,0.001037048
-8.776857875,-0.000630605
-8.33994932,-0.002876521
-7.939623206,-0.005195442
-7.575373617,-0.007459905
-7.211141396,-0.009905001
-6.846891807,-0.012408718
-6.57068424,-0.015760078
-6.303939168,-0.019029529
-6.037206815,-0.021998375
-5.763182315,-0.024042613
-5.471973949,-0.024351059
-5.180751697,-0.023967702
-4.889543332,-0.022748568
-4.552199205,-0.021204516
-4.194610917,-0.018809535
-3.837005578,-0.015116093
-3.472400185,-0.009849335
-3.035589933,-0.001754264
-2.59880051,0.008081355
-2.161990258,0.019776595
-1.778289542,0.033494241
-1.450810165,0.049301818
-1.123315172,0.067153394
-0.795835796,0.087032351
-0.516280174,0.108453536
-0.243163882,0.131665866
0.029965432,0.156556753
0.275717742,0.183100379
0.451331775,0.211329074
0.626937434,0.240413009
0.802551468,0.269982416
0.888782673,0.298952123
0.931236642,0.327230382
0.973688586,0.354692131
1.013696081,0.380875331
1.019761494,0.405366038
1.025827196,0.427665734
1.031892608,0.447356798
1.021060571,0.464153597
0.990725114,0.477746717
0.960388209,0.487771161
0.930052751,0.494040133
0.831720792,0.496325901
0.722487293,0.494708982
0.613248585,0.489275544
0.496158499,0.479991372
0.356752517,0.466748127
0.217339887,0.450403787
0.077933905,0.431350673
-0.073300067,0.410592569
-0.230774954,0.388372852
-0.38825735,0.36493805
-0.55707028,0.34074033
-0.963278027,0.31425054
-1.369466405,0.288209721
-1.775674152,0.263135389
-2.227487581,0.240006574
-2.737295216,0.219375767
-3.247078542,0.200948496
-3.756886178,0.184993293
-4.490064489,0.172119422
-5.266143202,0.162079386
-6.04218491,0.154799506
-6.899285019,0.150175151
-8.021516559,0.147988113
-9.143801612,0.148094414
-10.26603315,0.150201966
-11.38781249,0.155047662
-12.50924259,0.161804633
-13.63072617,0.16943988
-14.75172305,0.177552359
-15.85400356,0.186105402
-16.95633663,0.194329451
-18.05861714,0.201862931
-19.12511726,0.208160933
-20.13710063,0.212830697
-21.14913226,0.215983179
-22.16111562,0.217449289
-23.11107574,0.217494925
-24.04449189,0.215792973
-24.97795255,0.212250936
-25.88153455,0.206895871
-26.65285946,0.199718661
-27.42414758,0.191041916
-28.19547249,0.181068568
-28.87176337,0.169895479
-29.47247234,0.15781489
-30.07315267,0.145220848
-30.67386164,0.132406677
-31.14091767,0.120937387
-31.60164119,0.109895026
-32.06234273,0.099496514
-32.49182273,0.089994339
-32.84893409,0.081611668
-33.20606249,0.074553261
-33.56319088,0.068974108
-33.9837254,0.064909168
-34.43269321,0.062462679
-34.88163962,0.061680014
-35.32211629,0.062419611
-35.67460122,0.063642258
-36.02710297,0.066251273
-36.37958791,0.070054093
-36.70335085,0.075380793
-36.98894549,0.082140623
-37.27455375,0.089271152
-37.56014839,0.096437613
-37.74447295,0.102543849
-37.89613603,0.107736098
-38.04780634,0.111898774
-38.17341258,0.115093216
-38.15521529,0.118826512
-38.13701886,0.120580704
-38.11882156,0.120111559
-38.10395747,0.116423462
-38.09181928,0.109525797
-38.07968167,0.100000473
-38.06754348,0.087840544
-38.03287543,0.072353078
-37.99698475,0.05437976
-37.96109407,0.034154824
-37.91613082,0.011818462
-37.84943635,-0.012480896
-37.78274506,-0.038122914
-37.71605059,-0.064724838
-37.61586705,-0.091863595
-37.50060395,-0.119138278
-37.38534636,-0.146151741
-37.26692757,-0.172488111
-37.11524843,-0.197514827
-36.96356206,-0.221229343
-36.81188291,-0.243376942
-36.63676853,-0.263509088
-36.43670842,-0.281488483
-36.23663877,-0.297542934
-36.03657865,-0.311701249
-35.78840887,-0.323694867
-35.53362879,-0.334013309
-35.27883657,-0.342937828
-35.04077,-0.350973132
-34.84653682,-0.358800443
-34.6523129,-0.366170978
-34.45807971,-0.373430412
-34.15331977,-0.379494546
-33.79531679,-0.385407239
-33.43731381,-0.392117102
-33.08772643,-0.399823629
-32.84506977,-0.408569241
-32.60242469,-0.418516873
-32.35976803,-0.429641358
-32.21972952,-0.442478622
-32.19549197,-0.456917876
-32.17125558,-0.47196015
-32.14701803,-0.487270663
-32.14892283,-0.502099966
-32.15499115,-0.516338086
-32.16105918,-0.5296149
-32.16554474,-0.54149691
-32.16554474,-0.551569948
-32.16554474,-0.559538259
-32.16554474,-0.565134418
-32.1615581,-0.568194105
-32.15549986,-0.568616607
-32.14944132,-0.566398196
-32.13910751,-0.561632718
-32.04821725,-0.554315872
-31.95733132,-0.544940832
-31.86644106,-0.533855586
-31.79702474,-0.522352801
-31.75458085,-0.511091419
-31.71213695,-0.4993891
-31.66969508,-0.487675816
-31.64247616,-0.475739763
-31.6181929,-0.464428003
-31.59390849,-0.454149776
-31.52196606,-0.445164267
-31.29757989,-0.437699035
-31.07320443,-0.431681308
-30.84881826,-0.42708488
-30.44359625,-0.4239123
-29.93395784,-0.421944272
-29.42434372,-0.420885228
-28.90920047,-0.420474484
-28.22440863,-0.421027175
-27.53958413,-0.421556613
-26.85479229,-0.421723218
-26.14408064,-0.420482456
-25.39835272,-0.417273467
-24.65258925,-0.412788666
-23.90686133,-0.406796518
-23.25490949,-0.401850722
-22.62360744,-0.395690022
-21.99227528,-0.387643422
-21.37163347,-0.377451952
-20.78893445,-0.364527606
-20.20623543,-0.349839732
-19.6235642,-0.333526691
-19.01308111,-0.315866916
-18.38546889,-0.297029361
-17.75782675,-0.277182177
-17.13021454,-0.256570978
-16.47415348,-0.236209611
-15.81802171,-0.215592992
-15.16185865,-0.194965649
-14.50791444,-0.174199233
-13.85833636,-0.153146589
-13.20878925,-0.132741583
-12.55921117,-0.113165848
-11.93654502,-0.096056853
-11.32370032,-0.080616732
-10.71088485,-0.066420154
-10.10691984,-0.053390222
-9.562616466,-0.040616562
-9.018287137,-0.02931205
