hip_angle_l,hip_flexion_l_moment,hip_angle_l_normalized,hip_flexion_l_moment_normalized
5.406533966,0.410079933,0.9973809446284376,0.7841852595874101
5.406533966,0.445499405,0.9973809446284376,0.8071973354061837
5.406533966,0.478841989,0.9973809446284376,0.8288600544608838
5.406533966,0.509489398,0.9973809446284376,0.8487717149045222
5.406533966,0.536867396,0.9973809446284376,0.8665592348806028
5.406533966,0.560465909,0.9973809446284376,0.8818912186652936
5.406533966,0.57984616,0.9973809446284376,0.8944825922859637
5.406533966,0.594655827,0.9973809446284376,0.904104451692981
5.406533966,0.60464325,0.9973809446284376,0.9105932930656069
5.406533966,0.609630382,0.9973809446284376,0.9138334390424365
5.406533966,0.609558428,0.9973809446284376,0.9137866904375036
5.402977758,0.604590221,0.9973087142228607,0.9105588400571432
5.396911318,0.594845924,0.9971854983081538,0.9042279579546475
5.390845168,0.580501619,0.9970622882836585,0.8949084448284323
5.384778729,0.561911794,0.9969390723892626,0.8828306119810728
5.307127887,0.539464662,0.9953619003534735,0.8682466818903584
5.22823709,0.513736209,0.9937595434993196,0.8515308733900018
5.149350054,0.485314203,0.9921572630351169,0.8330650600940374
5.022655685,0.45478481,0.9895839642693576,0.8132300747950717
4.818379193,0.422787204,0.9854348892245369,0.7924411896504473
4.61409296,0.390090672,0.9812856163295397,0.7711982113984012
4.409816468,0.357380684,0.977136541284719,0.7499464907661126
4.140865885,0.325317664,0.9716738659602608,0.7291151060628384
3.849611259,0.294534034,0.965758171557083,0.7091149426629699
3.558342745,0.265607247,0.9598421950737027,0.6903211725119774
3.248257146,0.238962185,0.9535440233752718,0.6730098419833939
2.823793639,0.214604832,0.9449227134678607,0.6571848388895976
2.39935037,0.19337806,0.9363018146159751,0.6433937782365247
1.974886863,0.175522786,0.927680504708564,0.6317931841042074
1.44277379,0.161600577,0.9168727164477044,0.622747907283796
0.817719436,0.151592972,0.9041771909055979,0.6162459536402088
0.192694886,0.14507763,0.8914822707147554,0.6120129276908316
-0.432359467,0.141902685,0.87878674519296,0.6099501619031192
-1.307264095,0.141386058,0.8610164921252063,0.6096145086868877
-2.199581046,0.143633239,0.8428925760680195,0.6110745050287447
-3.091897997,0.148304994,0.8247686600108327,0.614109750169235
-4.080674313,0.154239996,0.8046855506062255,0.6179657284855852
-5.261739747,0.160250407,0.7806968426030073,0.6218707001247443
-6.442748866,0.167352277,0.7567092784179489,0.6264847940585859
-7.6238143,0.175075447,0.7327205704147307,0.6315025473893322
-9.307959488,0.183342645,0.6985137720554477,0.6368737564007148
-11.26142589,0.191539254,0.6588367704578588,0.6421991036493931
-13.21479915,0.199057678,0.6191616606743695,0.6470838332446193
-15.16826555,0.205536355,0.5794846591174025,0.6512930378970586
-16.69870431,0.210608026,0.5483998034662573,0.6545881089692609
-18.22606664,0.214069968,0.517377433413994,0.6568373370713679
-19.75335614,0.215723208,0.4863565426172855,0.6579114491932716
-21.31757837,0.215651703,0.4545855083905631,0.6578649923042074
-22.94394362,0.213929661,0.4215522826558144,0.6567461794357626
-24.57038643,0.210156463,0.3885174815941286,0.6542947279162357
-26.19675169,0.204366443,0.3554842556562691,0.6505329445889119
-27.33647917,0.197877964,0.33233516591585793,0.6463173715646578
-28.33111161,0.189960903,0.3121331123404856,0.6411736470056397
-29.32579148,0.18042551,0.2919300954108503,0.6349784900965305
-30.26673187,0.169442143,0.27281858506235235,0.6278425826456963
-30.9391365,0.157079117,0.25916132453746094,0.6198103089951611
-31.61150906,0.143827374,0.2455047153887283,0.6112006347841255
-32.28391369,0.129973784,0.2318474548638369,0.6021999398149233
-32.82326725,0.117532749,0.22089260453220297,0.5941169836182861
-33.22605995,0.106850483,0.21271145199994806,0.58717670186851
-33.62885265,0.096459596,0.20453029946769316,0.5804257294240787
-34.03162615,0.086644351,0.19634953690806833,0.5740487523161241
-34.46411167,0.075605153,0.18756529129708385,0.5668765713938774
-34.90384213,0.065142574,0.1786338931701103,0.5600790205662449
-35.34359357,0.055970826,0.16970206891679399,0.5541201242742086
-35.80075765,0.048344403,0.16041657523543387,0.5491652275918967
-36.34013247,0.042701475,0.14946129309035644,0.5454990101232715
-36.87948157,0.038729147,0.13850653334611474,0.5429181835905373
-37.41885639,0.036457263,0.12755125120103727,0.5414421376782929
-37.97223396,0.035655391,0.1163115581576963,0.5409211604242855
-38.53629043,0.036295363,0.10485496518102291,0.5413369510432392
-39.10032,0.038401923,0.09339891857225326,0.5427055857432933
-39.66437647,0.041790092,0.08194232559558003,0.5449068834338635
-40.14670431,0.045765471,0.07214572891050353,0.547489692205162
-40.62605818,0.050491352,0.062409536751617006,0.5505601030764053
