timeStamp,motor_angle_L_uint16,motor_angle_L_float,motor_angle_R_uint16,motor_angle_R_float,motor_vel_L_int16,motor_vel_L_float,motor_vel_R_int16,motor_vel_R_float,flag_num
1758089393.75524,34534.0,189.70383,43237.0,237.51157,-829.0,-23.02778,0.0,0.0,3.0
1758089393.75599,34578.0,189.94553,43237.0,237.51157,-868.0,-24.11111,-6.0,-0.16667,3.0
1758089393.77201,34620.0,190.17624,43236.0,237.50607,-797.0,-22.13889,-27.0,-0.75,3.0
1758089393.78902,34664.0,190.41794,43233.0,237.48959,-914.0,-25.38889,-89.0,-2.47222,3.0
1758089393.78986,34716.0,190.7036,43225.0,237.44565,-1124.0,-31.22222,-213.0,-5.91667,3.0
1758089393.80527,34776.0,191.03319,43208.0,237.35226,-1226.0,-34.05556,-485.0,-13.47222,3.0
1758089393.80604,34846.0,191.41771,43174.0,237.1655,-1474.0,-40.94444,-781.0,-21.69444,3.0
1758089393.82123,34924.0,191.84618,43132.0,236.93475,-1603.0,-44.52778,-835.0,-23.19444,3.0
1758089393.83809,35009.0,192.31313,43091.0,236.70953,-1625.0,-45.13889,-763.0,-21.19444,3.0
1758089393.83882,35089.0,192.75258,43062.0,236.55023,-1525.0,-42.36111,-390.0,-10.83333,3.0
1758089393.85424,35158.0,193.13161,43054.0,236.50629,-1198.0,-33.27778,13.0,0.36111,3.0
1758089393.85552,35212.0,193.42825,43056.0,236.51727,-945.0,-26.25,7.0,0.19444,3.0
1758089393.87247,35249.0,193.6315,43056.0,236.51727,-595.0,-16.52778,0.0,0.0,3.0
1758089393.88823,35266.0,193.72488,43056.0,236.51727,-139.0,-3.86111,0.0,0.0,3.0
1758089393.88906,35267.0,193.73038,43056.0,236.51727,0.0,0.0,0.0,0.0,3.0
1758089393.90434,35267.0,193.73038,43056.0,236.51727,0.0,0.0,0.0,0.0,3.0
1758089393.90553,35267.0,193.73038,43056.0,236.51727,0.0,0.0,0.0,0.0,3.0
1758089393.9213,35267.0,193.73038,43056.0,236.51727,0.0,0.0,0.0,0.0,3.0
1758089393.93732,35267.0,193.73038,43056.0,236.51727,7.0,0.19444,0.0,0.0,3.0
1758089393.93812,35267.0,193.73038,43056.0,236.51727,0.0,0.0,0.0,0.0,3.0
1758089393.95335,35266.0,193.72488,43055.0,236.51178,13.0,0.36111,-2.0,-0.05556,3.0
1758089393.96928,35266.0,193.72488,43055.0,236.51178,9.0,0.25,-5.0,-0.13889,3.0
1758089393.97013,35265.0,193.71939,43055.0,236.51178,9.0,0.25,-4.0,-0.11111,3.0
1758089393.98533,35265.0,193.71939,43054.0,236.50629,17.0,0.47222,-16.0,-0.44444,3.0
1758089393.98612,35263.0,193.7084,43052.0,236.4953,19.0,0.52778,-47.0,-1.30556,3.0
1758089394.00129,35262.0,193.70291,43047.0,236.46783,18.0,0.5,-160.0,-4.44444,3.0
1758089394.01734,35261.0,193.69742,43029.0,236.36896,14.0,0.38889,-543.0,-15.08333,3.0
1758089394.01813,35261.0,193.69742,42989.0,236.14923,0.0,0.0,-976.0,-27.11111,3.0
1758089394.03327,35261.0,193.69742,42919.0,235.76471,0.0,0.0,-1702.0,-47.27778,3.0
1758089394.04927,35261.0,193.69742,42814.0,235.18791,0.0,0.0,-2394.0,-66.5,3.0
1758089394.04994,35261.0,193.69742,42672.0,234.40788,0.0,0.0,-3092.0,-85.88889,3.0
1758089394.06969,35261.0,193.69742,42496.0,233.44106,0.0,0.0,-3723.0,-103.41666,3.0
1758089394.07011,35261.0,193.69742,42293.0,232.32593,0.0,0.0,-4185.0,-116.25,3.0
1758089394.08968,35261.0,193.69742,42069.0,231.09544,0.0,0.0,-4558.0,-126.61111,3.0
1758089394.09007,35261.0,193.69742,41828.0,229.77156,0.0,0.0,-4919.0,-136.63889,3.0
1758089394.10692,35261.0,193.69742,41566.0,228.33234,0.0,0.0,-5281.0,-146.69444,3.0
1758089394.10755,35261.0,193.69742,41291.0,226.82169,0.0,0.0,-5473.0,-152.02777,3.0
1758089394.12411,35261.0,193.69742,41008.0,225.26711,0.0,0.0,-5692.0,-158.11111,3.0
1758089394.12776,35262.0,193.70291,40712.0,223.64111,-2.0,-0.05556,-5936.0,-164.88889,3.0
1758089394.15453,35263.0,193.7084,40410.0,221.98215,-38.0,-1.05556,-5907.0,-164.08333,3.0
1758089394.15941,35267.0,193.73038,40112.0,220.34517,-152.0,-4.22222,-5962.0,-165.61111,3.0
1758089394.163,35282.0,193.81277,39800.0,218.63126,-361.0,-10.02778,-6178.0,-171.61111,3.0
1758089394.17834,35314.0,193.98856,39484.0,216.8954,-868.0,-24.11111,-6252.0,-173.66667,3.0
1758089394.17915,35374.0,194.31815,39165.0,215.14305,-1380.0,-38.33333,-6314.0,-175.38889,3.0
1758089394.19439,35454.0,194.7576,38848.0,213.4017,-1767.0,-49.08333,-6189.0,-171.91667,3.0
1758089394.19558,35556.0,195.31792,38545.0,211.73724,-2163.0,-60.08333,-5748.0,-159.66667,3.0
1758089394.21214,35678.0,195.98808,38268.0,210.21561,-2561.0,-71.13889,-5281.0,-146.69444,3.0
1758089394.22836,35819.0,196.76265,38014.0,208.82031,-2920.0,-81.11111,-4837.0,-134.36111,3.0
1758089394.22914,35978.0,197.63608,37786.0,207.56787,-3305.0,-91.80556,-4275.0,-118.75,3.0
1758089394.24435,36159.0,198.63034,37586.0,206.46922,-3739.0,-103.86111,-3717.0,-103.25,3.0
1758089394.24563,36361.0,199.73999,37416.0,205.53535,-4184.0,-116.22222,-3159.0,-87.75,3.0
1758089394.26227,36586.0,200.97597,37271.0,204.73885,-4634.0,-128.72223,-2600.0,-72.22222,3.0
1758089394.27926,36830.0,202.31631,37154.0,204.09613,-4987.0,-138.52777,-2047.0,-56.86111,3.0
1758089394.27998,37095.0,203.77203,37066.0,203.61273,-5414.0,-150.38889,-1493.0,-41.47222,3.0
1758089394.29623,37383.0,205.35408,37008.0,203.29413,-5885.0,-163.47223,-912.0,-25.33333,3.0
1758089394.29696,37690.0,207.04051,36974.0,203.10733,-6175.0,-171.52777,-502.0,-13.94444,3.0
1758089394.31242,38010.0,208.79834,36953.0,202.99197,-6458.0,-179.38889,-320.0,-8.88889,3.0
1758089394.32839,38353.0,210.68254,36939.0,202.91507,-6836.0,-189.88889,-201.0,-5.58333,3.0
1758089394.32915,38700.0,212.58868,36935.0,202.8931,-6853.0,-190.36111,-12.0,-0.33333,3.0
1758089394.34439,39055.0,214.5388,36934.0,202.8876,-7183.0,-199.52777,-26.0,-0.72222,3.0
1758089394.34562,39423.0,216.56032,36930.0,202.86563,-7297.0,-202.69444,-146.0,-4.05556,3.0
1758089394.36144,39797.0,218.61478,36915.0,202.78323,-7494.0,-208.16667,-425.0,-11.80556,3.0
1758089394.37742,40185.0,220.74617,36887.0,202.62943,-7789.0,-216.36111,-674.0,-18.72222,3.0
1758089394.37883,40577.0,222.89954,36840.0,202.37125,-7743.0,-215.08333,-1074.0,-29.83333,3.0
1758089394.39502,40973.0,225.07484,36775.0,202.01419,-7840.0,-217.77777,-1405.0,-39.02778,3.0
