time_s,original_motorVel,filtered_motorVel,difference
18.86,-170.2985,-21.676089433816244,-148.62241056618376
18.865,-190.4505,-26.954883636216024,-163.495616363784
18.87,-211.193,-32.9368441191012,-178.2561558808988
18.875,-230.733,-39.65333667732046,-191.07966332267955
18.88,-245.377,-47.11173849189658,-198.26526150810344
18.885,-253.311,-55.2754964100703,-198.0355035899297
18.89,-257.5735,-64.06100194795869,-193.51249805204134
18.895,-261.2455,-73.35943860860476,-187.88606139139523
18.9,-243.541,-83.01672866483786,-160.52427133516215
18.905,-193.4885,-92.73755332661494,-100.75094667338504
18.91,-149.556,-102.09656999656819,-47.45943000343182
18.915,-114.76,-110.70169676643079,-4.0583032335692195
18.92,-79.9635,-118.26680215403272,38.30330215403272
18.925,-55.5495,-124.59072357004845,69.04122357004846
18.93,-39.0693,-129.56743879588194,90.49813879588194
18.935,-31.74725,-133.18903669635122,101.44178669635122
18.94,-25.64915,-135.51703258664824,109.86788258664825
18.945,-27.48515,-136.65668586279708,109.17153586279707
18.95,-25.64915,-136.7379323089366,111.0887823089366
18.955,-18.32705,-135.8731155028545,117.54606550285449
18.96,-4.88501,-134.1252323833953,129.24022238339532
18.965,7.31115,-131.52247994848196,138.83362994848196
18.97,20.1412,-128.08778355015392,148.2289835501539
18.975,40.8834,-123.83162412743407,164.71502412743408
18.98,56.7515,-118.74590970957235,175.49740970957234
18.985,70.784,-112.83810097980711,183.6221009798071
18.99,84.838,-106.13930366442851,190.97730366442852
18.995,91.548,-98.70233407673294,190.25033407673294
19.0,103.132,-90.59993504405729,193.7319350440573
19.005,113.514,-81.89880918800787,195.41280918800788
19.01,121.448,-72.66227260635166,194.11027260635166
19.015,133.666,-62.953970449615476,196.61997044961547
19.02,144.6385,-52.82339031476886,197.46189031476885
19.025,153.1845,-42.31867681665124,195.50317681665126
19.03,161.1185,-31.499042106672523,192.61754210667254
19.035,166.6045,-20.43161871875053,187.03611871875054
19.04,172.7245,-9.187364871369159,181.91186487136918
19.045,180.0465,2.170189912243278,177.87631008775674
19.05,191.631,13.599689928669033,178.03131007133098
19.055,196.527,25.070663120317032,171.45633687968296
19.06,199.565,36.53326572527266,163.03173427472734
19.065,205.073,47.927435160302316,157.1455648396977
19.07,211.171,59.20881314049307,151.96218685950691
19.075,216.657,70.34583609328757,146.31116390671244
19.08,222.165,81.31080717500525,140.85419282499475
19.085,219.105,92.0619095056405,127.04309049435949
19.09,205.685,102.50716271514862,103.17783728485138
19.095,193.467,112.51017479546462,80.95682520453539
19.1,176.9865,121.92983251675689,55.05666748324312
19.105,-46.3914,130.20178643496467,-176.59318643496468
19.11,30.5014,136.59659827664166,-106.09519827664165
19.115,-16.4911,141.05272621900002,-157.543826219
19.12,10.37115,143.795331959758,-133.424181959758
19.125,-1.2349,145.0052726511935,-146.24017265119352
19.13,-4.273025,144.8650065016092,-149.1380315016092
19.135,-0.622915,143.51499210082392,-144.13790710082392
19.14,2.43707,141.13265769225336,-138.69558769225335
19.145,1.213045,137.88442886229177,-136.67138386229178
19.15,-1.84694,133.90029593770973,-135.74723593770972
19.155,-1.2349,129.29123978317105,-130.52613978317106
19.16,-9.781,124.15199907087224,-133.93299907087223
19.165,-20.7532,118.53438678366419,-139.28758678366418
19.17,-37.2333,112.447122525949,-149.68042252594898
19.175,-44.57725,105.89278799023059,-150.4700379902306
19.18,-48.8394,98.91049887857142,-147.7498988785714
19.185,-40.90525,91.59525875337238,-132.50050875337237
19.19,-26.2611,84.10410996151515,-110.36520996151515
19.195,-11.61695,76.62925864075815,-88.24620864075816
19.2,7.31115,69.36166441825942,-62.050514418259425
19.205,18.3052,62.468051856086674,-44.162851856086675
19.21,27.4633,56.063306921690774,-28.600006921690774
19.215,23.1793,50.191796847856914,-27.012496847856912
19.22,19.52915,44.82947932574133,-25.30032932574133
19.225,13.40925,39.92060640249818,-26.51135640249818
19.23,9.75915,35.40879336186498,-25.64964336186498
19.235,3.66104,31.24143248048559,-27.58039248048559
19.24,3.049055,27.375980427939748,-24.32692542793975
19.245,1.825085,23.789152073884377,-21.964067073884376
19.25,-1.2349,20.463296899394347,-21.698196899394347
19.255,-1.2349,17.378248348048697,-18.613148348048696
19.26,-0.622915,14.524538630756474,-15.147453630756475
19.265,0.601055,11.902142468725646,-11.301087468725646
19.27,-1.84694,9.505292741998945,-11.352232741998945
19.275,-0.0109283,7.321971825308268,-7.332900125308268
19.28,-0.622915,5.344978006460984,-5.967893006460984
19.285,1.213045,3.5701109636221804,-2.3570659636221807
19.29,1.825085,1.994558922864793,-0.16947392286479301
19.295,-0.0109283,0.6091091085242909,-0.6200374085242909
19.3,1.213045,-0.6022503351266811,1.815295335126681
19.305,-0.0109283,-1.6524354853579928,1.6415071853579928
19.31,-2.458925,-2.5604584064494103,0.10153340644941045
19.315,-1.84694,-3.3479617915017457,1.5010217915017456
19.32,-4.88501,-4.032298488938086,-0.8527115110619139
19.325,-2.458925,-4.626967875305901,2.1680428753059013
19.33,-6.721,-5.143303304530219,-1.5776966954697809
19.335,-9.781,-5.605836601804231,-4.175163398195769
19.34,-12.81915,-6.045353843244668,-6.773796156755332
19.345,-15.26705,-6.485171023075018,-8.781878976924983
19.35,-21.3652,-6.9507851627698205,-14.414414837230181
19.355,-23.81315,-7.470663576696135,-16.342486423303864
19.36,-15.87905,-8.04007473651668,-7.83897526348332
19.365,-13.4311,-8.615084028156565,-4.816015971843436
19.37,-14.0431,-9.164787135207181,-4.87831286479282
19.375,-15.87905,-9.689040431556165,-6.190009568443834
19.38,-15.87905,-10.19556964816429,-5.68348035183571
19.385,-13.4311,-10.681097713076918,-2.750002286923083
19.39,-12.81915,-11.132745117857475,-1.6864048821425257
19.395,-15.26705,-11.548434434851655,-3.718615565148344
19.4,-17.1031,-11.941926094974258,-5.161173905025743
19.405,-20.7532,-12.33304264857162,-8.42015735142838
19.41,-23.20115,-12.742927203205166,-10.458222796794832
19.415,-24.42515,-13.18615375696611,-11.238996243033888
19.42,-29.91125,-13.676473615054924,-16.234776384945075
19.425,-34.8072,-14.239491010251257,-20.567708989748745
19.43,-39.0693,-14.902103255473913,-24.167196744526088
19.435,-54.3255,-15.706030996702685,-38.61946900329731
19.44,-63.4835,-16.718354129058863,-46.76514587094114
19.445,-77.5155,-18.00368684859145,-59.51181315140855
19.45,-92.1815,-19.62522111410226,-72.55627888589774
19.455,-111.088,-21.65706697600168,-89.4309330239983
19.46,-137.338,-24.194914919489158,-113.14308508051084
19.465,-156.8785,-27.343723933396387,-129.53477606660363
19.47,-177.6205,-31.180130385403743,-146.44036961459625
19.475,-196.5485,-35.75275105774898,-160.795748942251
19.48,-217.291,-41.096735786002895,-176.1942642139971
19.485,-233.771,-47.23133653074474,-186.53966346925523
19.49,-248.415,-54.149041602129614,-194.26595839787038
19.495,-251.475,-61.796149905786486,-189.67885009421352
19.5,-253.923,-70.06629536534759,-183.85670463465243
19.505,-248.415,-78.81799886481073,-169.59700113518926
19.51,-227.673,-87.85735351716116,-139.81564648283884
19.515,-180.6805,-96.87769564453185,-83.80280435546814
19.52,-141.622,-105.48636696670158,-36.13563303329843
19.525,-109.274,-113.3354934367987,4.061493436798699
19.53,-78.1275,-120.17386207686158,42.046362076861584
19.535,-54.9375,-125.82553471296342,70.88803471296342
19.54,-43.96525,-130.2074314138729,86.24218141387291
19.545,-33.5832,-133.32602851280564,99.74282851280563
19.55,-31.13525,-135.24189088762387,104.10664088762387
19.555,-26.87315,-136.04850362717863,109.17535362717864
19.56,-18.93905,-135.83823637807237,116.89918637807236
19.565,-9.781,-134.67879449111177,124.89779449111177
19.57,4.863155,-132.6131868879696,137.4763418879696
19.575,10.37115,-129.68023042159746,140.05138042159746
19.58,33.56135,-125.9109300406858,159.4722800406858
19.585,48.2055,-121.30259300184332,169.50809300184332
