time,hip_flexion_l_moment,hip_adduction_l_moment,hip_rotation_l_moment,knee_angle_l_moment,ankle_angle_l_moment,subtalar_angle_l_moment,hip_flexion_r_moment,hip_adduction_r_moment,hip_rotation_r_moment,knee_angle_r_moment,ankle_angle_r_moment,subtalar_angle_r_moment
9.345,-0.00148560599923366,-0.0474543499021131,-0.00499750141707782,-0.272392388499477,-0.2014145927458,0.0752742923264357,-0.0658668084004263,-0.0588764136598917,-0.00551366888415624,-0.249902248830346,-0.219365973449735,0.0570297428387783
9.35,-0.00140735522572518,-0.0475048389269148,-0.00499061869770207,-0.272348365649075,-0.201379978085534,0.0752914234676531,-0.0665427380714095,-0.0585414274173991,-0.00562764140027676,-0.249627049228073,-0.218997234831133,0.0569429089899718
9.355,-0.00132384211193703,-0.0475642114219754,-0.00498063595346244,-0.272280328289537,-0.201306168334983,0.0752993546147574,-0.0671448482042573,-0.0582442357203546,-0.00573624402945561,-0.249333466046197,-0.218640469453492,0.0568628150626225
9.36,-0.00123814140110869,-0.0476315232105645,-0.00496741376599058,-0.272192144440875,-0.201195451344265,0.0752987303700891,-0.0676692167696023,-0.057988203951686,-0.00583798898776537,-0.249024221153584,-0.218297810805785,0.0567890017395373
9.365,-0.00115349607054598,-0.0477055438508319,-0.00495086538065459,-0.272088178875733,-0.201050676058432,0.0752903053019249,-0.0681158984947256,-0.057774542573977,-0.00593185384614137,-0.248702457575077,-0.217971058275769,0.0567209110549137
9.37,-0.00107327720670819,-0.0477848418034165,-0.00493097512711733,-0.27197322185492,-0.200875204971489,0.0752749275159388,-0.0684886604840214,-0.0576023714213771,-0.00601727717269191,-0.248371678296236,-0.217661651000957,0.0566579050842693
9.375,-0.00100094315996054,-0.047867874667787,-0.00490781500886087,-0.271852406128212,-0.200672853838922,0.0752535199056666,-0.0687945960077789,-0.0574688645403053,-0.00609413910629947,-0.248035678275771,-0.217370654457374,0.0565992865767665
9.38,-0.000939996896558642,-0.047953079229147,-0.00488155834703275,-0.271731112795835,-0.200447819492712,0.0752270598446777,-0.0690436342266497,-0.0573694678270826,-0.00616272807351486,-0.247698472101922,-0.217098760221061,0.0565443210063021
9.385,-0.000893940421093721,-0.0480389561921268,-0.00485248947232007,-0.27161486690184,-0.200204596875187,0.0751965580723684,-0.0692479660342947,-0.0572981792336826,-0.00622369524728265,-0.247364219155852,-0.216846298307852,0.056492259341904
9.39,-0.000866225317186218,-0.0481241449326967,-0.0048210086306667,-0.271509224044738,-0.19994788675138,0.0751630374674967,-0.069421407946137,-0.0572478792933151,-0.00627799867532422,-0.247037147576442,-0.216613260544388,0.0564423606905129
9.395,-0.000860198825819976,-0.0482074843597143,-0.00478763149830791,-0.271419649819042,-0.199682495959735,0.0751275123139729,-0.0695787270827579,-0.0572106982052356,-0.00632683926983936,-0.24672147786859,-0.216399332668369,0.0563939138677637
9.4,-0.000879045406251663,-0.0482880569949866,-0.00475298297732918,-0.271351394501499,-0.199413232494267,0.0750909685600845,-0.0697349508170167,-0.0571784047363851,-0.00637159104119833,-0.246421346728906,-0.216203932377478,0.056346256920909
9.405,-0.000925724346700544,-0.0483652145790145,-0.00471778524848264,-0.271309366012412,-0.199144798146025,0.0750543454727523,-0.0699046845745035,-0.0571428017478161,-0.00641372807057009,-0.246140731594885,-0.21602625037119,0.0562987936713657
9.41,-0.00100290464700646,-0.0484385847900659,-0.00468284037350472,-0.271298004752765,-0.198881681829643,0.0750185190062049,-0.0701014605799562,-0.0570961132229974,-0.00645475074645453,-0.245883376525961,-0.215865291535925,0.056251006463531
9.415,-0.00111289901885947,-0.0485080599185005,-0.00464900804328968,-0.271321164378105,-0.198628057038491,0.0749842871469084,-0.0703371390084547,-0.0570313482412166,-0.00649611373767109,-0.245652720236304,-0.215719913753806,0.0562024644948714
9.42,-0.00125759938193249,-0.0485737694628599,-0.00461717934037363,-0.271382002861095,-0.198387687064204,0.0749523574635853,-0.0706213810268083,-0.0569426283760385,-0.00653915804418446,-0.24545182734765,-0.215588862293318,0.0561528273463412
9.425,-0.00143841662660811,-0.0486360395248636,-0.00458824760671494,-0.271482888268102,-0.198163841640244,0.0749233370756532,-0.0709612106264991,-0.0568254664751177,-0.00658504926467114,-0.245283324151542,-0.215470798291634,0.0561018436129947
9.43,-0.00165622762892615,-0.0486953425227419,-0.00456307766803448,-0.271625323498696,-0.197959228490288,0.0748977252432857,-0.0713606790226094,-0.0566769866546806,-0.00663472395645539,-0.245149340319097,-0.215364320402465,0.0560493448296819
9.435,-0.00191133251850805,-0.0487522410968321,-0.00454247475716952,-0.271809893798098,-0.197775942860777,0.0748759087632567,-0.0718206418278696,-0.0564960775681674,-0.00668884565179487,-0.245051458052051,-0.215267979219253,0.055995235172156
9.44,-0.00220342500865918,-0.0488073301615241,-0.00452715450001625,-0.272036240160444,-0.197615437493037,0.0748581603136073,-0.0723386553391193,-0.056283473516211,-0.00674777174761868,-0.244990670130996,-0.215180284570568,0.0559394776671078
9.445,-0.00253157820782026,-0.0488611809017773,-0.00451771528263164,-0.272303060825701,-0.197478514666519,0.0748446398181066,-0.0729089942409262,-0.0560417606696698,-0.00681153211656476,-0.24496734819875,-0.215099706216721,0.0558820778464963
9.45,-0.00289424776481239,-0.0489142901716109,-0.00451461421424625,-0.272608141983526,-0.197365340966102,0.074835398796251,-0.0735227889851961,-0.0557753084797815,-0.00687981990747298,-0.244981222437537,-0.215024668856068,0.0558230659184639
9.455,-0.00328929348995668,-0.0489670382770661,-0.00451814774721382,-0.272948417595373,-0.197275484356095,0.0748303875317511,-0.0741682771859201,-0.0554901291415757,-0.00695199462415123,-0.245031373576483,-0.214953542680432,0.0557624785921539
9.46,-0.00371401978176171,-0.0490196575574946,-0.00452843782028518,-0.273320057001338,-0.197207972056788,0.0748294647450682,-0.0748311597017937,-0.0551936706484575,-0.00702709720193873,-0.24511623791546,-0.214884631002827,0.0557003416866858
9.465,-0.00416523432174883,-0.0490722135412737,-0.00454542416423896,-0.273718577761803,-0.197161366693904,0.074832409312022,-0.0754950487792191,-0.0548945514228395,-0.00710387645114338,-0.245233625782986,-0.214816156713304,0.0556366545809972
9.47,-0.00463932362818235,-0.0491245997554001,-0.00456886315616064,-0.274138980063591,-0.197133857299476,0.0748389334514232,-0.0761419927927853,-0.0546022466374822,-0.00718082591294928,-0.245380753566483,-0.214746249490745,0.0555713774309441
9.475,-0.00513234323291971,-0.0491765465157416,-0.00459833333767544,-0.274575898055487,-0.197123361043758,0.0748486967290476,-0.0767530598331815,-0.0543267380795176,-0.00725622988441912,-0.245554289167455,-0.214672935795757,0.0555044219048031
9.48,-0.00564011951125046,-0.0492276432221456,-0.00463324743127975,-0.275023762717459,-0.197127631112652,0.0748613202064747,-0.0773089607195623,-0.0540781406984613,-0.00732821712163029,-0.245750410445024,-0.214594133676262,0.0554356459803216
9.485,-0.00615835959366333,-0.0492773728499682,-0.00467287040766962,-0.275476970347866,-0.197144365934667,0.0748764001063439,-0.0777906909991086,-0.0538663197852912,-0.00739482052971315,-0.245964875920326,-0.214507654317971,0.0553648531172243
9.49,-0.00668276535385375,-0.0493251565073523,-0.00471634288832209,-0.275930050496194,-0.197171315006414,0.074893520465581,-0.0781801711596847,-0.0537005130342785,-0.00745404100012813,-0.246193106721385,-0.214411212055341,0.0552917958791959
9.495,-0.00720914722130525,-0.0493704051771938,-0.00476270892652697,-0.276377827184662,-0.197206376849363,0.0749122643909973,-0.0784608646123085,-0.0535889715397787,-0.00750391346157213,-0.246430278451022,-0.214302444220706,0.0552161838389836
9.5,-0.00773353351970976,-0.0494125751596074,-0.00481094701257065,-0.27681556754531,-0.197247685121626,0.0749322236963362,-0.0786183539604208,-0.0535386330855033,-0.00754257317188128,-0.246671421356212,-0.214178941753967,0.0551376953698663
9.505,-0.00825227118201626,-0.0494512233510996,-0.00486000300970868,-0.277239112531015,-0.197293679564629,0.0749530068622331,-0.0786408576000762,-0.0535548399133382,-0.00756832029244455,-0.24691152686384,-0.214038290936275,0.0550559927174402
9.51,-0.00876211402498074,-0.049486058401599,-0.00490882365826402,-0.277644985106891,-0.197343159235805,0.0749742453978933,-0.0785196707097697,-0.0536411115439676,-0.00757968085044508,-0.247145658227012,-0.213878125971182,0.0549707395689096
9.515,-0.00926029525725035,-0.0495169840111296,-0.00495638929131201,-0.278030472249307,-0.197395316312553,0.0749955987783654,-0.0782495171041446,-0.0537989812091776,-0.0075754623031963,-0.247369062707207,-0.213696191446936,0.0548816202034138
9.52,-0.00974458151569571,-0.0495441311564767,-0.00500174448569378,-0.278393678122903,-0.197449749599581,0.0750167581754574,-0.0778288011579756,-0.0540279021116001,-0.00755480206830058,-0.247577282419805,-0.213490413011574,0.05478835922443
9.525,-0.010213306443103,-0.0495678768271527,-0.00504402551834006,-0.278733546919066,-0.197506457689541,0.0750374491948276,-0.0772597519799808,-0.054325227138363,-0.00751720756922404,-0.247766260723416,-0.213258973920604,0.0546907408481233
9.53,-0.0106653826058033,-0.0495888478197802,-0.00508248369622313,-0.279049854974285,-0.197565812487095,0.075057433786786,-0.0765484551650148,-0.0546862629255691,-0.00746258656477062,-0.24793244087481,-0.213000394519703,0.0545886267492261
9.535,-0.0111002913750343,-0.0496079091930192,-0.00511650386135109,-0.279343172903322,-0.197628514495649,0.0750765114302961,-0.0757047707198176,-0.055104396417366,-0.00739126677985226,-0.248072853641284,-0.212713611245853,0.0544819715439738
