timeStamp,motor_angle_L_uint16,motor_angle_L_float,motor_angle_R_uint16,motor_angle_R_float,motor_vel_L_int16,motor_vel_L_float,motor_vel_R_int16,motor_vel_R_float,flag_num
1758079531.74482,34729.0,190.77501,42633.0,234.19365,-1426.0,-39.61111,-4466.0,-124.05556,3.0
1758079531.76175,34768.0,190.98924,42431.0,233.084,-269.0,-7.47222,-3588.0,-99.66666,3.0
1758079531.76324,34751.0,190.89586,42290.0,232.30945,649.0,18.02778,-2112.0,-58.66667,3.0
1758079531.77885,34689.0,190.55528,42220.0,231.92493,1670.0,46.38889,-935.0,-25.97222,3.0
1758079531.77967,34586.0,189.98947,42190.0,231.76013,2297.0,63.80556,-364.0,-10.11111,3.0
1758079531.79485,34464.0,189.31931,42176.0,231.68323,2413.0,67.02778,-286.0,-7.94444,3.0
1758079531.79771,34353.0,188.70953,42157.0,231.57886,1960.0,54.44444,-542.0,-15.05556,3.0
1758079531.81385,34275.0,188.28107,42114.0,231.34265,1140.0,31.66667,-1138.0,-31.61111,3.0
1758079531.82989,34246.0,188.12177,42030.0,230.88121,127.0,3.52778,-2055.0,-57.08333,3.0
1758079531.8307,34265.0,188.22614,41897.0,230.15062,-729.0,-20.25,-3035.0,-84.30556,3.0
1758079531.84676,34326.0,188.56122,41713.0,229.13985,-1569.0,-43.58333,-4068.0,-113.0,3.0
1758079531.84797,34425.0,189.10504,41483.0,227.8764,-2227.0,-61.86111,-4894.0,-135.94444,3.0
1758079531.86291,34555.0,189.81918,41218.0,226.42068,-2828.0,-78.55556,-5461.0,-151.69444,3.0
1758079531.87895,34711.0,190.67613,40925.0,224.81117,-3236.0,-89.88889,-6008.0,-166.88889,3.0
1758079531.87969,34882.0,191.61546,40610.0,223.08081,-3479.0,-96.63889,-6308.0,-175.22223,3.0
1758079531.89493,35063.0,192.60976,40295.0,221.35042,-3642.0,-101.16666,-6150.0,-170.83333,3.0
1758079531.91096,35251.0,193.64249,39983.0,219.63652,-3798.0,-105.5,-6214.0,-172.61111,3.0
1758079531.91271,35448.0,194.72464,39665.0,217.88968,-3983.0,-110.63889,-6282.0,-174.5,3.0
1758079531.92785,35658.0,195.87822,39351.0,216.16481,-4219.0,-117.19444,-6146.0,-170.72223,3.0
1758079531.92919,35881.0,197.10323,39036.0,214.43442,-4515.0,-125.41666,-6286.0,-174.61111,3.0
1758079531.94391,36118.0,198.40512,38722.0,212.70953,-4823.0,-133.97223,-6125.0,-170.13889,3.0
1758079531.96088,36377.0,199.82788,38420.0,211.05058,-5327.0,-147.97223,-5894.0,-163.72223,3.0
1758079531.96233,36661.0,201.38795,38122.0,209.4136,-5847.0,-162.41667,-5901.0,-163.91667,3.0
1758079531.9788,36967.0,203.06888,37829.0,207.80408,-6210.0,-172.5,-5707.0,-158.52777,3.0
1758079531.97954,37295.0,204.87068,37550.0,206.27147,-6717.0,-186.58333,-5343.0,-148.41667,3.0
1758079531.99706,37648.0,206.8098,37286.0,204.82124,-7096.0,-197.11111,-5054.0,-140.38889,3.0
1758079531.99744,38013.0,208.81482,37044.0,203.49188,-7322.0,-203.38889,-4514.0,-125.38889,3.0
