timeStamp,timeStampAlign,roll,pitch,yaw,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,flag_num
1758079531.74423,1758079531.62703,0.0,0.0,0.0,10.25595,18.90761,-0.80214,10.1,-1.02,1.95,3.0
1758079531.76051,1758079531.63703,0.0,0.0,0.0,9.91217,20.62648,1.14592,13.69,-1.36,1.19,3.0
1758079531.76304,1758079531.64703,0.0,0.0,0.0,8.42248,4.29718,-0.74485,13.69,-1.36,1.19,3.0
1758079531.77826,1758079531.65703,0.0,0.0,0.0,10.8289,-19.42327,6.07335,10.79,-1.6,2.2,3.0
1758079531.77948,1758079531.66703,0.0,0.0,0.0,11.63104,-12.08941,11.86023,10.79,-1.6,2.2,3.0
1758079531.79444,1758079531.67703,0.0,0.0,0.0,7.73493,13.5218,11.28727,14.3,-1.52,4.31,3.0
1758079531.79744,1758079531.68703,0.0,0.0,0.0,2.34913,16.67307,6.24524,13.92,-0.17,4.21,3.0
1758079531.81334,1758079531.69703,0.0,0.0,0.0,-2.06265,13.17803,1.14592,13.92,-0.17,4.21,3.0
1758079531.82931,1758079531.70703,0.0,0.0,0.0,-8.136,18.44924,-7.16197,13.53,0.67,3.9,3.0
1758079531.83054,1758079531.71703,0.0,0.0,0.0,-8.99544,20.85567,-12.204,13.53,0.67,3.9,3.0
1758079531.84534,1758079531.72703,0.0,0.0,0.0,-6.7609,17.18874,-17.13144,13.43,-0.06,2.77,3.0
1758079531.84772,1758079531.73703,0.0,0.0,0.0,-1.71887,7.10468,-20.11082,13.43,-0.06,2.77,3.0
1758079531.86233,1758079531.74703,0.0,0.0,0.0,9.5684,-7.04738,-19.88164,11.18,-1.45,3.94,3.0
1758079531.87836,1758079531.75703,0.0,0.0,0.0,17.93358,-13.06344,-17.99088,10.95,-2.36,4.16,3.0
1758079531.87951,1758079531.76703,0.0,0.0,0.0,25.7831,-17.30333,-14.66772,10.95,-2.36,4.16,3.0
1758079531.89437,1758079531.77703,0.0,0.0,0.0,33.11696,-21.02755,-9.91217,9.81,-2.65,3.91,3.0
1758079531.91038,1758079531.78703,0.0,0.0,0.0,41.88322,-26.69983,-1.94806,9.81,-2.65,3.91,3.0
1758079531.91241,1758079531.79703,0.0,0.0,0.0,46.35228,-30.48136,3.09397,8.07,-2.25,3.83,3.0
1758079531.92759,1758079531.80703,0.0,0.0,0.0,49.21708,-34.0337,7.96411,8.07,-2.25,3.83,3.0
1758079531.92893,1758079531.81703,0.0,0.0,0.0,50.76406,-37.64333,11.63104,6.9,-1.4,3.1,3.0
1758079531.94336,1758079531.82703,0.0,0.0,0.0,50.363,-41.13837,16.10011,6.71,-0.35,2.73,3.0
1758079531.95959,1758079531.83703,0.0,0.0,0.0,49.21708,-41.65404,17.6471,6.71,-0.35,2.73,3.0
1758079531.96216,1758079531.84703,0.0,0.0,0.0,46.98254,-40.04975,17.81899,7.39,0.78,2.48,3.0
1758079531.97737,1758079531.85703,0.0,0.0,0.0,44.11775,-36.89849,17.13144,7.39,0.78,2.48,3.0
1758079531.97939,1758079531.86703,0.0,0.0,0.0,39.4195,-31.45539,13.40721,8.25,1.63,2.62,3.0
1758079531.9947,1758079531.87703,0.0,0.0,0.0,35.86716,-27.10091,10.37054,8.25,1.63,2.62,3.0
1758079531.99735,1758079531.88703,0.0,0.0,0.0,32.25753,-21.31403,6.24524,8.85,1.84,2.47,3.0
1758079532.01264,1758079531.89703,0.0,0.0,0.0,27.73116,-11.86023,0.97403,8.85,1.84,2.47,3.0
1758079532.02837,1758079531.90703,0.0,0.0,0.0,25.38203,-3.03668,-2.29183,9.16,1.59,2.26,3.0
1758079532.02958,1758079531.91703,0.0,0.0,0.0,23.49127,5.78687,-5.09932,9.41,1.22,2.23,3.0
1758079532.04639,1758079531.92703,0.0,0.0,0.0,22.05888,13.5218,-7.62034,9.41,1.22,2.23,3.0
1758079532.04758,1758079531.93703,0.0,0.0,0.0,20.68378,23.49127,-10.19865,9.28,0.99,2.32,3.0
1758079532.06237,1758079531.94703,0.0,0.0,0.0,19.99623,29.9084,-12.08941,9.28,0.99,2.32,3.0
1758079532.07842,1758079531.95703,0.0,0.0,0.0,19.70975,35.98175,-12.89155,9.49,0.85,2.23,3.0
1758079532.07954,1758079531.96703,0.0,0.0,0.0,19.36597,42.62806,-13.86558,9.49,0.85,2.23,3.0
1758079532.09542,1758079531.97703,0.0,0.0,0.0,19.53786,51.16513,-14.78231,9.65,0.72,2.19,3.0
1758079532.09733,1758079531.98703,0.0,0.0,0.0,19.53786,54.77477,-14.72501,9.3,0.55,2.27,3.0
1758079532.11345,1758079531.99703,0.0,0.0,0.0,19.99623,57.12389,-14.15206,9.3,0.55,2.27,3.0
1758079532.12944,1758079532.00703,0.0,0.0,0.0,20.51189,58.72818,-12.71966,9.0,0.44,2.3,3.0
1758079532.13062,1758079532.01703,0.0,0.0,0.0,21.25674,61.30648,-10.08406,9.0,0.44,2.3,3.0
1758079532.14546,1758079532.02703,0.0,0.0,0.0,21.02755,62.22322,-9.05273,8.89,0.45,2.4,3.0
1758079532.14659,1758079532.03703,0.0,0.0,0.0,20.3973,61.07731,-8.30789,8.89,0.45,2.4,3.0
1758079532.16251,1758079532.04703,0.0,0.0,0.0,19.82434,58.49899,-7.67763,8.43,0.67,2.31,3.0
1758079532.17852,1758079532.05703,0.0,0.0,0.0,17.6471,54.66018,-8.136,8.23,0.95,2.31,3.0
1758079532.17969,1758079532.06703,0.0,0.0,0.0,16.04282,53.11319,-8.93814,8.23,0.95,2.31,3.0
1758079532.19546,1758079532.07703,0.0,0.0,0.0,14.38124,51.27972,-10.37054,8.31,1.2,2.28,3.0
1758079532.19743,1758079532.08703,0.0,0.0,0.0,11.86023,48.9306,-13.12073,8.31,1.2,2.28,3.0
1758079532.21453,1758079532.09703,0.0,0.0,0.0,10.54242,43.60209,-15.0115,8.13,1.38,2.43,3.0
1758079532.23085,1758079532.10703,0.0,0.0,0.0,9.11003,39.87786,-16.73037,8.13,1.38,2.43,3.0
1758079532.23248,1758079532.11703,0.0,0.0,0.0,7.84952,35.2369,-18.27736,8.02,1.5,2.58,3.0
1758079532.24752,1758079532.12703,0.0,0.0,0.0,5.90147,25.8404,-19.53786,8.02,1.5,2.58,3.0
1758079532.24877,1758079532.13703,0.0,0.0,0.0,4.98473,17.93358,-19.48057,7.76,1.44,2.42,3.0
1758079532.26353,1758079532.14703,0.0,0.0,0.0,4.0107,9.85487,-18.79302,7.55,1.18,2.2,3.0
1758079532.28053,1758079532.15703,0.0,0.0,0.0,3.38045,1.60428,-17.36062,7.55,1.18,2.2,3.0
1758079532.28266,1758079532.16703,0.0,0.0,0.0,2.7502,-8.76626,-14.9542,7.55,0.83,2.0,3.0
1758079532.29862,1758079532.17703,0.0,0.0,0.0,2.40642,-12.49048,-12.54778,7.55,0.83,2.0,3.0
1758079532.30309,1758079532.18703,0.0,0.0,0.0,2.23454,-14.72501,-10.31324,7.91,0.58,1.92,3.0
1758079532.31864,1758079532.19703,0.0,0.0,0.0,2.23454,-16.61578,-7.67763,7.91,0.58,1.92,3.0
1758079532.32293,1758079532.20703,0.0,0.0,0.0,2.11994,-18.27736,-4.0107,8.34,0.56,2.16,3.0
1758079532.33901,1758079532.21703,0.0,0.0,0.0,1.83346,-18.44924,-2.00535,9.13,0.66,2.36,3.0
1758079532.33976,1758079532.22703,0.0,0.0,0.0,1.14592,-17.30333,-0.97403,9.13,0.66,2.36,3.0
1758079532.35856,1758079532.23703,0.0,0.0,0.0,0.51566,-15.0115,-0.80214,10.02,0.77,2.6,3.0
1758079532.36001,1758079532.24703,0.0,0.0,0.0,-0.45837,-14.03747,-1.60428,10.02,0.77,2.6,3.0
1758079532.37858,1758079532.25703,0.0,0.0,0.0,-2.97938,-11.00079,-5.21392,10.71,1.05,2.81,3.0
1758079532.38012,1758079532.26703,0.0,0.0,0.0,-4.46907,-9.11003,-8.136,10.71,1.05,2.81,3.0
1758079532.39865,1758079532.27703,0.0,0.0,0.0,-6.8182,-7.73493,-13.5791,11.16,1.6,2.9,3.0
1758079532.40304,1758079532.28703,0.0,0.0,0.0,-10.71431,-5.21392,-16.84496,11.33,2.14,2.87,3.0
1758079532.42689,1758079532.29703,0.0,0.0,0.0,-13.12073,-6.53172,-18.27736,11.33,2.14,2.87,3.0
1758079532.43159,1758079532.30703,0.0,0.0,0.0,-15.29797,-10.94349,-18.62113,11.21,2.32,3.08,3.0
1758079532.4338,1758079532.31703,0.0,0.0,0.0,-17.76169,-18.62113,-16.10011,11.21,2.32,3.08,3.0
1758079532.44988,1758079532.32703,0.0,0.0,0.0,-18.44924,-33.9764,-10.59972,11.05,2.1,3.41,3.0
