timeStamp,motor_angle_L_uint16,motor_angle_L_float,motor_angle_R_uint16,motor_angle_R_float,motor_vel_L_int16,motor_vel_L_float,motor_vel_R_int16,motor_vel_R_float,flag_num
1758076552.27962,41048.0,225.48683,31205.0,171.41681,1989.0,55.25,-652.0,-18.11111,2.0
1758076552.28037,40933.0,224.85512,31183.0,171.29596,2475.0,68.75,-343.0,-9.52778,2.0
1758076552.29557,40796.0,224.10254,31175.0,171.25201,2861.0,79.47222,-64.0,-1.77778,2.0
1758076552.3116,40641.0,223.2511,31174.0,171.24652,3204.0,89.0,-20.0,-0.55556,2.0
1758076552.31243,40473.0,222.32822,31172.0,171.23553,3421.0,95.02778,-54.0,-1.5,2.0
1758076552.32763,40293.0,221.33943,31169.0,171.21906,3639.0,101.08334,-62.0,-1.72222,2.0
1758076552.3436,40099.0,220.27376,31166.0,171.20256,3983.0,110.63889,-47.0,-1.30556,2.0
1758076552.34425,39886.0,219.10368,31165.0,171.19707,4358.0,121.05556,29.0,0.80556,2.0
1758076552.35967,39648.0,217.7963,31168.0,171.21356,4935.0,137.08333,69.0,1.91667,2.0
1758076552.36046,39378.0,216.31313,31178.0,171.26849,5646.0,156.83333,321.0,8.91667,2.0
1758076552.37571,39065.0,214.59373,31208.0,171.43329,6629.0,184.13889,755.0,20.97222,2.0
1758076552.39165,38707.0,212.62714,31260.0,171.71893,7341.0,203.91667,1212.0,33.66667,2.0
1758076552.39276,38313.0,210.46281,31335.0,172.13092,8107.0,225.19444,1665.0,46.25,2.0
1758076552.40765,37874.0,208.05127,31424.0,172.61983,9037.0,251.02777,1784.0,49.55556,2.0
1758076552.41019,37421.0,205.56282,31511.0,173.09773,8779.0,243.86111,1522.0,42.27778,2.0
1758076552.42571,36986.0,203.17325,31568.0,173.41086,8430.0,234.16667,815.0,22.63889,2.0
1758076552.44168,36578.0,200.93202,31587.0,173.51523,7675.0,213.19444,77.0,2.13889,2.0
1758076552.443,36202.0,198.86655,31585.0,173.50424,7244.0,201.22223,-1.0,-0.02778,2.0
1758076552.45769,35846.0,196.91096,31588.0,173.52072,6882.0,191.16667,103.0,2.86111,2.0
1758076552.46117,35503.0,195.02678,31602.0,173.59763,6755.0,187.63889,431.0,11.97222,2.0
1758076552.47748,35156.0,193.12062,31636.0,173.78439,6902.0,191.72223,884.0,24.55556,2.0
1758076552.49349,34807.0,191.20348,31702.0,174.14694,6929.0,192.47223,1630.0,45.27778,2.0
1758076552.49458,34450.0,189.2424,31809.0,174.73473,7089.0,196.91667,2505.0,69.58334,2.0
1758076552.51163,34096.0,187.29778,31963.0,175.58069,6868.0,190.77777,3376.0,93.77778,2.0
1758076552.51202,33762.0,185.46304,32159.0,176.65735,6385.0,177.36111,4195.0,116.52778,2.0
1758076552.52799,33456.0,183.7821,32392.0,177.93729,5710.0,158.61111,4876.0,135.44444,2.0
1758076552.5433,33192.0,182.33189,32657.0,179.39299,4816.0,133.77777,5471.0,151.97223,2.0
1758076552.5463,32976.0,181.14534,32950.0,181.00252,3906.0,108.5,5990.0,166.38889,2.0
1758076552.56284,32805.0,180.20599,33265.0,182.73289,2970.0,82.5,6417.0,178.25,2.0
