timeStamp,motor_angle_L_uint16,motor_angle_L_float,motor_angle_R_uint16,motor_angle_R_float,motor_vel_L_int16,motor_vel_L_float,motor_vel_R_int16,motor_vel_R_float,flag_num
1758076869.18189,35891.0,197.15816,33468.0,183.84802,3139.0,87.19444,2002.0,55.61111,3.0
1758076869.19814,35705.0,196.1364,33596.0,184.55115,4046.0,112.38889,2908.0,80.77778,3.0
1758076869.19871,35474.0,194.86748,33771.0,185.51248,4950.0,137.5,3859.0,107.19444,3.0
1758076869.21391,35199.0,193.35683,33992.0,186.72649,5762.0,160.05556,4790.0,133.05556,3.0
1758076869.22999,34892.0,191.67039,34258.0,188.18768,6221.0,172.80556,5550.0,154.16667,3.0
1758076869.2307,34571.0,189.90707,34554.0,189.81369,6403.0,177.86111,6051.0,168.08333,3.0
1758076869.24598,34250.0,188.14374,34871.0,191.55504,6249.0,173.58333,6358.0,176.61111,3.0
1758076869.24788,33950.0,186.49577,35193.0,193.32387,5578.0,154.94444,6311.0,175.30556,3.0
1758076869.26292,33695.0,185.095,35505.0,195.03777,4670.0,129.72223,6037.0,167.69444,3.0
1758076869.27891,33488.0,183.95789,35806.0,196.69124,3655.0,101.52778,5792.0,160.88889,3.0
1758076869.28024,33336.0,183.12291,36088.0,198.24033,2539.0,70.52778,5441.0,151.13889,3.0
1758076869.29497,33233.0,182.55711,36360.0,199.7345,1644.0,45.66667,5366.0,149.05556,3.0
1758076869.29616,33170.0,182.21104,36638.0,201.26161,975.0,27.08333,5628.0,156.33333,3.0
1758076869.3119,33131.0,181.99678,36938.0,202.90958,686.0,19.05556,6128.0,170.22223,3.0
1758076869.32789,33099.0,181.821,37266.0,204.71138,603.0,16.75,6763.0,187.86111,3.0
1758076869.32923,33068.0,181.65071,37629.0,206.70543,637.0,17.69444,7516.0,208.77777,3.0
1758076869.34393,33035.0,181.46944,38027.0,208.89175,651.0,18.08333,8045.0,223.47223,3.0
1758076869.3599,32999.0,181.27168,38454.0,211.23735,766.0,21.27778,8704.0,241.77777,3.0
1758076869.36069,32960.0,181.05745,38903.0,213.70383,690.0,19.16667,8923.0,247.86111,3.0
