timeStamp,timeStampAlign,roll,pitch,yaw,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,flag_num
1758074503.0102,1758074502.87387,0.0,0.0,0.0,-33.46074,7.79223,4.1253,10.05,-0.89,1.65,2.0
1758074503.01187,1758074502.88387,0.0,0.0,0.0,-33.9764,7.44845,4.98473,9.71,-1.01,1.74,2.0
1758074503.0263,1758074502.89387,0.0,0.0,0.0,-34.14828,7.33386,5.90147,9.71,-1.01,1.74,2.0
1758074503.04469,1758074502.90387,0.0,0.0,0.0,-34.26288,6.47442,6.7609,9.6,-1.14,1.77,2.0
1758074503.04699,1758074502.91387,0.0,0.0,0.0,-34.37747,4.81285,7.21927,9.3,-1.17,1.86,2.0
1758074503.06357,1758074502.92387,0.0,0.0,0.0,-34.43476,3.89611,6.99009,9.3,-1.17,1.86,2.0
1758074503.06393,1758074502.93387,0.0,0.0,0.0,-35.00772,0.74485,6.7609,9.09,-1.05,1.84,2.0
1758074503.07967,1758074502.94387,0.0,0.0,0.0,-35.98175,-0.34377,6.47442,9.09,-1.05,1.84,2.0
1758074503.08206,1758074502.95387,0.0,0.0,0.0,-38.27358,-2.29183,6.58902,9.48,-0.84,2.18,2.0
1758074503.09859,1758074502.96387,0.0,0.0,0.0,-40.7373,-3.60963,6.53172,9.48,-0.84,2.18,2.0
1758074503.10063,1758074502.97387,0.0,0.0,0.0,-43.31561,-5.50039,6.70361,9.38,-0.64,2.27,2.0
1758074503.11664,1758074502.98387,0.0,0.0,0.0,-47.89928,-6.53172,7.04738,9.38,-0.64,2.27,2.0
1758074503.13338,1758074502.99387,0.0,0.0,0.0,-51.10783,-7.39116,7.44845,9.17,-0.68,2.21,2.0
1758074503.13498,1758074503.00387,0.0,0.0,0.0,-54.02992,-6.41713,7.73493,9.03,-1.05,1.68,2.0
1758074503.15038,1758074503.01387,0.0,0.0,0.0,-56.89471,-4.64096,7.39116,9.03,-1.05,1.68,2.0
1758074503.15184,1758074503.02387,0.0,0.0,0.0,-59.87409,0.40107,5.78687,9.33,-1.63,1.24,2.0
1758074503.16638,1758074503.03387,0.0,0.0,0.0,-60.44705,5.72958,3.55234,9.33,-1.63,1.24,2.0
1758074503.17143,1758074503.04387,0.0,0.0,0.0,-59.53032,13.06344,1.08862,10.51,-2.53,0.95,2.0
1758074503.18637,1758074503.05387,0.0,0.0,0.0,-57.29578,19.88164,-1.83346,10.51,-2.53,0.95,2.0
1758074503.20339,1758074503.06387,0.0,0.0,0.0,-50.3057,30.53865,-5.61499,11.69,-3.73,0.91,2.0
1758074503.20699,1758074503.07387,0.0,0.0,0.0,-43.37291,35.2369,-6.58902,11.78,-4.44,0.93,2.0
1758074503.20986,1758074503.08387,0.0,0.0,0.0,-35.92446,35.86716,-7.39116,11.78,-4.44,0.93,2.0
1758074503.22568,1758074503.09387,0.0,0.0,0.0,-27.78845,34.49206,-6.7609,10.44,-4.28,0.64,2.0
1758074503.2418,1758074503.10387,0.0,0.0,0.0,-15.58445,31.79916,-4.98473,10.44,-4.28,0.64,2.0
1758074503.24342,1758074503.11387,0.0,0.0,0.0,-8.25059,28.30412,-1.83346,9.96,-3.61,0.61,2.0
1758074503.25845,1758074503.12387,0.0,0.0,0.0,-2.46372,28.476,0.51566,9.96,-3.61,0.61,2.0
1758074503.26075,1758074503.13387,0.0,0.0,0.0,1.48969,29.39274,2.11994,10.22,-3.22,0.74,2.0
1758074503.27656,1758074503.14387,0.0,0.0,0.0,5.72958,26.47065,4.0107,9.34,-3.17,1.13,2.0
1758074503.29273,1758074503.15387,0.0,0.0,0.0,7.62034,22.51724,4.98473,9.34,-3.17,1.13,2.0
1758074503.29307,1758074503.16387,0.0,0.0,0.0,8.65166,18.56383,6.18794,8.52,-3.05,0.95,2.0
1758074503.3087,1758074503.17387,0.0,0.0,0.0,9.11003,14.32395,6.99009,8.52,-3.05,0.95,2.0
1758074503.30964,1758074503.18387,0.0,0.0,0.0,9.22462,9.91217,7.39116,8.31,-2.83,0.66,2.0
1758074503.32476,1758074503.19387,0.0,0.0,0.0,8.65166,9.11003,6.53172,8.31,-2.83,0.66,2.0
1758074503.34047,1758074503.20387,0.0,0.0,0.0,7.73493,9.85487,4.35448,8.64,-2.44,0.66,2.0
