motorPos,motorVel,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,moment,label
172.986,236.82,3.85533,7.99515,-2.79585,62.16,10.01,76.02,-0.850394,0
170.147,323.505,3.42369,1.90314,-2.44269,69.72,2.73,85.68,-0.850394,0
166.474,377.229,0.61803,-5.6898,3.16863,-12.81,-0.42,103.95,-0.850394,0
162.8,366.213,-4.69899,-12.2429,8.85843,-24.36,14.7,104.23,-0.850394,0
159.46,291.769,-15.1957,-5.36607,7.77933,-41.23,23.73,101.29,-0.850394,0
157.123,187.992,-16.3925,4.09077,5.6898,-50.33,19.25,72.52,-0.850394,0
156.121,36.6541,-15.4213,11.6052,4.38507,-47.39,1.54,25.2,-0.850394,0
156.622,-80.5429,-12.39,13.7634,3.76704,-31.85,-14.07,-19.53,-0.850394,0
157.958,-173.304,-9.08406,11.723,2.48193,-8.96,-24.78,-60.06,-0.850394,0
159.961,-212.384,-7.13187,6.49422,1.30473,21.63,-27.09,-94.99,-0.850394,0
162.132,-224.58,-6.69042,2.68794,0.04905,45.29,-30.38,-110.67,-0.850394,0
164.47,-196.516,-7.3575,0.74556,-0.981,48.16,-28.56,-109.83,-0.850394,0
166.307,-178.2,-7.96572,-1.13796,-1.2753,18.62,-16.52,-89.6,-0.850394,0
167.81,-123.251,-9.44703,-0.41202,-1.61865,-0.35,-10.01,-71.68,-0.850394,0
168.645,-63.4508,-9.40779,0.34335,-0.8829,-10.99,-8.68,-53.13,-0.850394,0
168.812,-3.65017,-9.17235,2.53098,-0.64746,-15.33,-8.26,-30.8,-0.850394,0
168.645,22.0099,-8.9271,4.38507,-1.14777,-15.26,-4.97,-13.58,-0.850394,0
168.478,26.8622,-8.78976,4.4145,-1.08891,-9.17,-11.2,-8.75,-0.850394,0
168.144,37.8781,-9.04482,3.0411,-0.70632,-0.21,-6.02,-7.84,-0.850394,0
167.81,36.6541,-9.63342,2.76642,-0.44145,2.38,-12.6,-4.34,-0.850394,0
167.476,23.2339,-9.82962,2.42307,0.20601,2.59,-7.28,-3.22,-0.850394,0
167.309,15.89,-9.56475,1.84428,0.79461,-0.63,-4.41,-4.97,-0.850394,0
167.142,4.91785,-9.17235,2.22687,0.92214,-2.31,-1.75,-8.19,-0.850394,0
167.142,0.0218566,-8.89767,1.78542,0.89271,-3.29,-7.07,-10.92,-0.850394,0
167.142,-2.42609,-9.00558,1.5696,0.70632,-4.62,-11.62,-10.22,-0.850394,0
167.142,1.24583,-8.95653,1.58922,0.81423,-6.72,-14,-7.84,-0.850394,0
166.975,8.54605,-8.83881,1.29492,1.10853,-7.21,-7.77,-5.6,-0.850394,0
166.808,15.89,-8.9271,1.03986,1.21644,-7.07,-15.26,-3.78,-0.850394,0
166.641,19.562,-9.16254,0.93195,1.19682,-6.37,-16.94,-1.82,-0.850394,0
166.474,26.8622,-9.33912,0.97119,1.28511,-4.55,-1.82,0.21,-0.850394,0
166.14,37.8781,-9.53532,0.99081,1.42245,-1.82,-9.24,2.38,-0.850394,0
165.806,39.102,-9.86886,1.35378,1.38321,6.37,-7.77,2.31,-0.850394,0
165.472,25.6383,-10.2809,1.6677,1.0791,11.83,-5.67,1.05,-0.850394,0
165.305,9.77002,-10.2515,1.43226,0.99081,17.57,-1.4,-2.52,-0.850394,0
165.305,-4.87414,-10.1828,0.89271,0.8829,22.05,-4.76,-6.79,-0.850394,0
165.305,-4.87414,-10.1337,0.30411,0.67689,22.26,-8.54,-8.89,-0.850394,0
165.305,0.0218566,-10.016,0.14715,0.56898,18.48,-4.06,-7.49,-0.850394,0
165.305,3.69388,-9.77076,0.21582,0.71613,12.6,-0.07,-5.18,-0.850394,0
165.305,-3.65017,-9.53532,0.4905,0.83385,6.72,-4.83,-3.78,-0.850394,0
165.305,1.24583,-9.4176,0.67689,0.90252,2.87,-2.94,-3.08,-0.850394,0
165.305,-2.42609,-9.49608,0.74556,0.77499,-3.22,3.57,-2.52,-0.850394,0
165.305,-2.42609,-9.62361,0.94176,0.81423,-5.32,-0.14,-2.24,-0.850394,0
165.305,-3.65017,-9.67266,1.21644,0.86328,-5.11,1.12,-2.03,-0.850394,0
165.305,1.24583,-9.64323,1.44207,0.92214,-4.27,-5.39,-2.8,-0.850394,0
165.472,-8.50234,-9.62361,1.5696,0.92214,-2.38,-3.29,-3.5,-0.850394,0
165.472,-10.9504,-9.59418,1.71675,0.95157,-0.07,-0.42,-4.13,-0.850394,0
165.639,-10.9504,-9.55494,1.80504,0.99081,2.66,-1.61,-5.32,-0.850394,0
165.639,-12.1744,-9.53532,1.73637,1.00062,6.16,-1.26,-6.37,-0.850394,0
165.806,-8.50234,-9.60399,1.68732,0.94176,8.96,-7.35,-6.3,-0.850394,0
165.806,-8.50234,-9.66285,1.60884,0.93195,10.99,-7.77,-3.99,-0.850394,0
165.973,-9.72631,-9.64323,1.57941,0.99081,13.51,1.68,-2.73,-0.850394,0
166.14,-12.1744,-9.55494,1.65789,1.09872,15.26,-3.5,-3.15,-0.850394,0
166.14,-7.32208,-9.54513,1.51074,1.16739,16.1,-7.98,-3.99,-0.850394,0
166.307,-14.6223,-9.50589,1.45188,1.15758,16.59,-5.18,-4.2,-0.850394,0
166.474,-13.3983,-9.43722,1.24587,1.16739,16.17,-2.8,-4.48,-0.850394,0
166.641,-26.8185,-9.32931,1.33416,1.16739,15.47,-1.4,-5.04,-0.850394,0
166.808,-23.1902,-9.21159,1.25568,1.19682,15.19,-2.24,-7,-0.850394,0
167.142,-25.5945,-9.14292,1.06929,1.19682,15.47,-4.06,-8.82,-0.850394,0
167.476,-20.7423,-9.16254,0.90252,1.10853,15.4,-3.5,-9.24,-0.850394,0
167.643,-21.9662,-9.24102,0.80442,1.03986,15.19,6.09,-4.69,-0.850394,0
167.81,-14.6223,-9.27045,1.30473,1.09872,17.29,4.55,-3.78,-0.850394,0
167.977,-14.6223,-9.32931,1.59903,1.08891,20.23,3.08,-2.45,-0.850394,0
167.977,-17.0702,-9.44703,1.85409,1.05948,23.87,2.17,-2.52,-0.850394,0
168.144,-17.0702,-9.50589,1.79523,1.12815,27.86,4.55,-3.64,-0.850394,0
168.478,-24.4142,-9.57456,1.62846,1.11834,31.22,0.91,-4.97,-0.850394,0
168.645,-25.5945,-9.59418,1.31454,1.09872,33.11,4.41,-5.67,-0.850394,0
168.812,-19.5183,-9.57456,1.06929,1.03005,34.23,4.9,-4.69,-0.850394,0
168.979,-8.50234,-9.48627,1.16739,0.89271,34.02,8.54,-2.24,-0.850394,0
169.146,-9.72631,-9.34893,1.08891,0.86328,33.46,-1.4,1.61,-0.850394,0
169.146,-6.09811,-9.28026,1.24587,0.81423,33.6,4.69,3.43,-0.850394,0
169.146,-3.65017,-9.27045,1.53036,0.64746,33.74,3.99,4.06,-0.850394,0
169.313,-3.65017,-9.28026,1.64808,0.55917,34.16,9.87,4.41,-0.850394,0
169.48,-15.8463,-9.32931,1.67751,0.59841,34.37,11.41,3.64,-0.850394,0
169.48,-18.2943,-9.40779,1.62846,0.73575,34.79,7.28,2.38,-0.850394,0
169.814,-19.5183,-9.46665,1.62846,0.74556,35.91,7.42,1.82,-0.850394,0
169.98,-17.0702,-9.57456,1.50093,0.74556,37.38,8.54,1.75,-0.850394,0
170.147,-17.0702,-9.68247,1.30473,0.70632,38.57,5.39,2.31,-0.850394,0
170.147,-2.42609,-9.75114,0.87309,0.6867,39.55,6.72,4.83,-0.850394,0
170.147,7.36579,-9.77076,0.90252,0.62784,40.6,11.97,14.91,-0.850394,0
170.147,7.36579,-9.59418,1.1772,0.63765,42.28,11.41,17.36,-0.850394,0
170.147,6.14182,-9.60399,0.99081,0.47088,44.24,13.86,18.69,-0.850394,0
169.98,9.77002,-9.60399,0.67689,0.2943,44.87,7.98,19.39,-0.850394,0
169.98,1.24583,-9.57456,0.40221,0.17658,43.61,14.28,21.42,-0.850394,0
169.814,9.77002,-9.49608,0.28449,0.10791,41.23,16.87,23.87,-0.850394,0
169.647,20.786,-9.38817,0.16677,0.17658,38.22,14.14,26.81,-0.850394,0
169.48,30.5341,-9.28026,0.20601,0.14715,34.23,13.16,30.59,-0.850394,0
169.146,37.8781,-9.15273,0.28449,0.05886,30.87,21.42,35.28,-0.850394,0
168.645,48.8503,-9.18216,0.25506,-0.03924,22.54,20.93,45.99,-0.850394,0
168.144,54.9703,-9.34893,0.82404,-0.12753,19.95,25.9,48.79,-0.850394,0
167.643,47.6263,-9.95715,1.5696,-0.05886,18.62,24.71,49.28,-0.850394,0
167.309,45.1783,-10.2416,1.80504,-0.17658,17.78,26.25,49.7,-0.850394,0
166.808,40.3261,-10.2809,1.97181,-0.27468,17.22,27.3,48.86,-0.850394,0
166.474,32.9822,-10.0651,1.65789,-0.20601,17.71,28.14,46.55,-0.850394,0
166.307,30.5341,-9.73152,1.21644,-0.1962,18.2,30.17,45.85,-0.850394,0
165.973,34.2062,-9.43722,1.23606,-0.33354,16.73,23.59,47.46,-0.850394,0
165.472,37.8781,-9.25083,1.35378,-0.30411,13.93,23.24,49.63,-0.850394,0
165.138,37.8781,-9.24102,1.75599,-0.32373,11.62,25.76,49,-0.850394,0
164.804,29.3102,-9.40779,1.97181,-0.3924,9.73,25.9,46.48,-0.850394,0
164.637,26.8622,-10.1926,2.03067,-1.0791,8.05,22.89,44.59,-0.850394,0
164.47,20.786,-10.3299,2.40345,-1.21644,5.6,23.24,42.56,-0.850394,0
164.303,6.14182,-10.0945,3.00186,-1.28511,5.18,22.33,38.57,-0.850394,0
164.303,-4.87414,-9.60399,3.40407,-1.31454,8.05,15.4,31.99,-0.850394,0
164.47,-8.50234,-9.07425,3.70818,-1.3734,12.95,14.28,25.97,-0.850394,0
164.637,-15.8463,-8.54451,4.37526,-1.64808,17.99,11.69,21.21,-0.850394,0
164.804,-31.7144,-8.03439,5.03253,-1.83447,24.29,2.87,15.89,-0.850394,0
165.138,-30.4904,-7.68123,5.41512,-1.79523,31.43,0.21,10.08,-0.850394,0
165.639,-54.9266,-7.56351,5.35626,-1.75599,43.26,-4.9,3.22,-0.850394,0
166.14,-53.7025,-7.74009,5.0031,-1.49112,47.81,-10.08,-1.96,-0.850394,0
166.808,-57.3308,-8.38755,5.03253,-1.58922,50.61,-0.49,-3.5,-0.850394,0
167.476,-61.0028,-8.64261,4.10058,-1.50093,52.22,-3.92,-7,-0.850394,0
167.977,-51.2545,-8.89767,3.57084,-1.60884,50.61,-4.76,-5.95,-0.850394,0
168.478,-50.0306,-8.95653,3.91419,-1.87371,47.04,-6.3,-2.45,-0.850394,0
168.812,-26.8185,-8.66223,3.64932,-1.90314,44.03,-3.36,-0.42,-0.850394,0
168.979,-14.6223,-8.37774,3.74742,-1.84428,40.67,1.68,3.22,-0.850394,0
169.146,-12.1744,-8.16192,3.924,-2.21706,37.45,-1.54,7.91,-0.850394,0
169.146,-4.87414,-8.03439,4.01229,-2.44269,32.76,7.35,17.22,-0.850394,0
169.146,-1.20211,-8.11287,4.36545,-2.23668,31.01,4.34,18.2,-0.850394,0
169.146,3.69388,-8.7309,4.69899,-2.11896,33.6,10.29,17.57,-0.850394,0
169.146,1.24583,-8.99577,4.44393,-2.09934,35,6.44,15.61,-0.850394,0
169.146,3.69388,-9.13311,4.16925,-1.99143,35.7,5.18,14.42,-0.850394,0
169.146,0.0218566,-9.17235,3.98286,-1.84428,35.49,6.02,13.79,-0.850394,0
169.146,2.4698,-9.06444,3.84552,-1.63827,34.79,4.13,13.3,-0.850394,0
169.146,4.91785,-8.86824,3.85533,-1.46169,34.23,0.84,13.16,-0.850394,0
169.146,7.36579,-8.67204,3.94362,-1.3734,34.37,1.82,13.02,-0.850394,0
169.146,-1.20211,-8.51508,4.05153,-1.34397,35.49,7.07,12.88,-0.850394,0
169.146,-3.65017,-8.50527,4.15944,-1.33416,37.8,-0.42,11.83,-0.850394,0
169.146,-2.42609,-8.56413,4.29678,-1.34397,39.41,4.9,12.25,-0.850394,0
169.146,-8.50234,-8.71128,4.30659,-1.41264,40.95,12.95,13.09,-0.850394,0
169.146,0.0218566,-8.7309,4.3164,-1.57941,41.86,1.61,13.09,-0.850394,0
169.146,-4.87414,-8.74071,4.2183,-1.71675,42.98,4.83,13.86,-0.850394,0
169.146,0.0218566,-8.77014,4.13001,-1.77561,43.82,1.33,14.07,-0.850394,0
169.146,2.4698,-8.83881,4.13982,-1.7658,44.73,8.05,14.63,-0.850394,0
169.146,4.91785,-9.00558,4.16925,-1.68732,46.06,10.71,14.49,-0.850394,0
169.146,0.0218566,-9.21159,4.17906,-1.64808,47.67,-3.92,13.16,-0.850394,0
169.146,1.24583,-9.34893,4.17906,-1.54017,48.72,4.83,12.74,-0.850394,0
169.146,-1.20211,-9.32931,4.30659,-1.45188,54.32,2.94,11.76,-0.850394,0
169.146,0.0218566,-9.29007,4.58127,-1.64808,57.19,0.7,11.2,-0.850394,0
169.146,0.0218566,-9.24102,4.64994,-1.8639,59.57,-9.73,10.43,-0.850394,0
169.146,-2.42609,-9.32931,4.39488,-2.1582,61.46,-4.83,9.8,-0.850394,0
169.146,1.24583,-9.46665,4.11039,-2.33478,60.97,-8.33,9.38,-0.850394,0
169.146,-2.42609,-9.47646,3.99267,-2.34459,59.01,-10.92,9.31,-0.850394,0
169.146,2.4698,-9.34893,4.13982,-2.26611,58.38,-11.62,8.96,-0.850394,0
169.146,-1.20211,-9.17235,4.23792,-2.19744,59.08,-10.43,7.98,-0.850394,0
168.979,4.91785,-9.01539,4.18887,-2.23668,59.92,-8.33,6.37,-0.850394,0
168.979,14.666,-8.91729,4.01229,-2.39364,60.27,-11.69,6.09,-0.850394,0
168.812,22.0099,-9.2214,4.38507,-2.76642,60.27,-14.98,8.47,-0.850394,0
168.645,6.14182,-8.42679,4.5126,-2.63889,61.6,-18.62,5.95,-0.850394,0
168.478,25.6383,-8.86824,2.83509,-2.60946,63.7,-20.23,-0.56,-0.850394,0
168.144,30.5341,-9.0252,2.70756,-2.81547,58.8,-19.95,4.9,-0.850394,0
167.81,51.2983,-8.81919,2.67813,-2.75661,53.69,-20.58,10.36,-0.850394,0
167.142,64.7184,-8.56413,2.24649,-2.49174,48.37,-21.21,13.86,-0.850394,0
166.474,64.7184,-8.46603,2.36421,-2.51136,42.14,-20.65,18.13,-0.850394,0
165.806,79.3626,-8.26002,2.26611,-2.34459,35.77,-18.69,20.51,-0.850394,0
164.971,80.5866,-8.32869,2.10915,-2.33478,22.54,-18.9,25.97,-0.850394,0
164.136,81.8105,-8.29926,2.78604,-2.42307,17.85,-19.95,24.78,-0.850394,0
163.468,79.3626,-8.28945,2.75661,-2.39364,12.67,-27.16,22.82,-0.850394,0
162.633,79.3626,-8.19135,2.75661,-2.49174,8.61,-24.71,22.4,-0.850394,0
161.965,74.4666,-8.21097,3.07053,-2.58984,3.29,-20.79,21.35,-0.850394,0
161.13,64.7184,-8.1423,3.06072,-2.42307,-1.33,-29.61,17.92,-0.850394,0
160.462,67.1664,-7.99515,3.10977,-2.2563,-4.48,-24.29,15.26,-0.850394,0
159.961,61.0465,-7.83819,3.09996,-2.22687,-7,-24.57,13.3,-0.850394,0
159.293,58.5985,-7.78914,3.39426,-2.22687,-9.94,-27.51,11.97,-0.850394,0
158.626,51.2983,-7.74009,3.2373,-2.0601,-11.9,-27.58,8.05,-0.850394,0
158.125,46.4023,-7.76952,3.3354,-2.02086,-13.44,-19.53,5.88,-0.850394,0
157.791,54.9703,-7.73028,3.03129,-1.84428,-13.16,-23.8,3.22,-0.850394,0
157.29,58.5985,-7.83819,3.0411,-2.03067,-13.93,-20.86,4.06,-0.850394,0
156.789,51.2983,-7.95591,3.37464,-2.14839,-15.19,-14.56,4.69,-0.850394,0
156.288,47.6263,-7.86762,3.14901,-1.87371,-14.91,-10.64,2.8,-0.850394,0
155.787,40.3261,-7.79895,3.07053,-1.93257,-13.58,-11.55,1.61,-0.850394,0
155.453,35.4301,-7.80876,3.21768,-2.11896,-12.67,-14.21,0.42,-0.850394,0
155.119,28.0862,-7.77933,3.1392,-2.07972,-11.9,-18.2,-2.24,-0.850394,0
154.952,22.0099,-7.7499,3.0411,-1.94238,-10.43,-15.82,-4.83,-0.850394,0
154.618,28.0862,-8.21097,2.85471,-2.06991,-10.22,-4.06,-7.42,-0.850394,0
154.284,26.8622,-8.80938,1.49112,-2.4525,-19.46,-11.27,-4.97,-0.850394,0
154.117,8.54605,-8.79957,1.81485,-1.83447,-26.6,-16.38,-2.66,-0.850394,0
154.117,-1.20211,-8.55432,2.41326,-1.67751,-26.95,-10.36,-2.8,-0.850394,0
154.284,-12.1744,-8.55432,2.51136,-1.97181,-25.62,-6.16,-4.55,-0.850394,0
154.284,-18.2943,-8.79957,2.39364,-2.18763,-28.14,-0.63,-4.41,-0.850394,0
154.618,-21.9662,-8.98596,2.69775,-2.13858,-32.69,4.2,-2.52,-0.850394,0
154.952,-40.2824,-9.14292,3.73761,-2.03067,-34.02,13.65,-0.7,-0.850394,0
155.286,-30.4904,-9.20178,4.95405,-2.09934,-30.45,10.92,-2.59,-0.850394,0
155.62,-47.5826,-9.21159,5.82714,-2.30535,-24.15,5.11,-11.9,-0.850394,0
156.121,-40.2824,-9.38817,6.49422,-2.58984,-12.6,3.85,-18.2,-0.850394,0
156.455,-34.1624,-9.09387,4.55184,-2.72718,-10.64,5.81,-18.2,-0.850394,0
156.622,-28.0425,-8.87805,3.8259,-2.79585,-10.85,7.42,-16.59,-0.850394,0
156.956,-18.2943,-8.50527,3.00186,-2.3544,-12.11,7.49,-14,-0.850394,0
157.123,-14.6223,-8.35812,2.68794,-2.1582,-12.74,0.14,-10.29,-0.850394,0
157.123,-9.72631,-8.49546,2.48193,-2.09934,-14.91,0.14,-7.35,-0.850394,0
157.29,-12.1744,-9.03501,2.26611,-1.98162,-18.48,9.38,-3.78,-0.850394,0
157.29,-4.87414,-9.81,2.46231,-1.87371,-25.48,5.53,0.07,-0.850394,0
157.29,-3.65017,-10.4084,3.16863,-1.54017,-33.81,3.85,4.97,-0.850394,0
157.457,3.69388,-10.585,4.07115,-1.13796,-41.79,-4.69,9.94,-0.850394,0
157.457,-2.42609,-10.2515,4.94424,-0.66708,-41.51,-3.64,10.71,-0.850394,0
