timestamp,motor_angle_L_float,motor_angle_R_float,motor_vel_L_float,motor_vel_R_float
1761533352.3569076,0.14108043909072876,0.5080912113189697,-0.529416561126709,0.0
1761533352.3670437,0.1358073651790619,0.5080912113189697,-0.4862681031227112,0.0
1761533352.3768032,0.13130103051662445,0.5080912113189697,-0.4455437958240509,-0.004363323096185923
1761533352.387064,0.12708258628845215,0.5080912113189697,-0.40627390146255493,-0.0014544411096721888
1761533352.397004,0.12296001613140106,0.5079953074455261,-0.3902750313282013,-0.0019392548128962517
1761533352.4068377,0.1196044310927391,0.5079953074455261,-0.33112773299217224,-0.004363323096185923
1761533352.4168973,0.11624885350465775,0.5079953074455261,-0.32046183943748474,-0.004363323096185923
1761533352.4270575,0.1135643869638443,0.5078994631767273,-0.23852834105491638,-0.0072722053155303
1761533352.4370446,0.11126340925693512,0.5078036189079285,-0.2099243402481079,-0.008726646192371845
1761533352.4470575,0.10953742265701294,0.5078036189079285,-0.16629110276699066,0.0
1761533352.4570532,0.10819518566131592,0.5078036189079285,-0.10132606327533722,0.0
1761533352.4670417,0.10742819309234619,0.5078036189079285,-0.07369168847799301,0.0
1761533352.477048,0.10656532645225525,0.5078036189079285,-0.11005270481109619,0.0
1761533352.4869025,0.10503135621547699,0.5078036189079285,-0.17550255358219147,0.0019392548128962517
1761533352.4969523,0.10292211920022964,0.5078036189079285,-0.2234991043806076,0.004363323096185923
1761533352.5070481,0.10071702301502228,0.5078036189079285,-0.2128332108259201,-0.0019392548128962517
1761533352.5170434,0.09860780835151672,0.5078036189079285,-0.21089394390583038,0.0
1761533352.5270424,0.09630683064460754,0.5078036189079285,-0.22931687533855438,0.0
1761533352.5370452,0.09390998631715775,0.5078036189079285,-0.2462853491306305,0.0
1761533352.54693,0.09141726791858673,0.5078036189079285,-0.26567789912223816,0.0
1761533352.557051,0.08863692730665207,0.5078036189079285,-0.2773134410381317,0.0
1761533352.5670176,0.08585605770349503,0.5078036189079285,-0.23755870759487152,-0.0029088822193443775
1761533352.576894,0.08384270966053009,0.5078036189079285,-0.19053179025650024,0.0
1761533352.5868971,0.08192522823810577,0.5078036189079285,-0.17647217214107513,-0.004363323096185923
1761533352.5969691,0.0802953690290451,0.5078036189079285,-0.156110018491745,-0.004363323096185923
1761533352.6069834,0.07924076169729233,0.507611870765686,-0.06593465805053711,-0.0072722053155303
1761533352.6170578,0.07924076169729233,0.5075159668922424,0.038785096257925034,-0.013574784621596336
1761533352.6271243,0.07962425798177719,0.5074201226234436,0.02860400639474392,-0.008241832256317139
1761533352.6371188,0.07981600612401962,0.5074201226234436,0.013089969754219055,0.0
1761533352.647133,0.08010362833738327,0.5074201226234436,0.045087672770023346,0.0
1761533352.6571062,0.08077473938465118,0.5074201226234436,0.08823608607053757,0.0
1761533352.6669552,0.08202110230922699,0.50732421875,0.1391415297985077,-0.004363323096185923
1761533352.6771138,0.08393857628107071,0.5071324706077576,0.21913579106330872,-0.07611574977636337
1761533352.6869836,0.08691120147705078,0.5055026412010193,0.39318394660949707,-0.24822461605072021
1761533352.6970868,0.09256774932146072,0.5013795495033264,0.6932835578918457,-0.536203920841217
1761533352.707141,0.10157988965511322,0.4946683347225189,1.0554394721984863,-0.7543700933456421
