time,hip_angle_l,hip_angle_l_velocity,hip_angle_l_velocity_filt,knee_angle_l,knee_angle_l_velocity,knee_angle_l_velocity_filt,hip_angle_r,hip_angle_r_velocity,hip_angle_r_velocity_filt,knee_angle_r,knee_angle_r_velocity,knee_angle_r_velocity_filt,thigh_imu_l_accel_x,thigh_imu_l_accel_y,thigh_imu_l_accel_z,thigh_imu_l_gyro_x,thigh_imu_l_gyro_y,thigh_imu_l_gyro_z,shank_imu_l_accel_x,shank_imu_l_accel_y,shank_imu_l_accel_z,shank_imu_l_gyro_x,shank_imu_l_gyro_y,shank_imu_l_gyro_z,foot_imu_l_accel_x,foot_imu_l_accel_y,foot_imu_l_accel_z,foot_imu_l_gyro_x,foot_imu_l_gyro_y,foot_imu_l_gyro_z,thigh_imu_r_accel_x,thigh_imu_r_accel_y,thigh_imu_r_accel_z,thigh_imu_r_gyro_x,thigh_imu_r_gyro_y,thigh_imu_r_gyro_z,shank_imu_r_accel_x,shank_imu_r_accel_y,shank_imu_r_accel_z,shank_imu_r_gyro_x,shank_imu_r_gyro_y,shank_imu_r_gyro_z,foot_imu_r_accel_x,foot_imu_r_accel_y,foot_imu_r_accel_z,foot_imu_r_gyro_x,foot_imu_r_gyro_y,foot_imu_r_gyro_z,insole_l_force_y,insole_l_cop_x,insole_l_cop_z,insole_r_force_y,insole_r_cop_x,insole_r_cop_z
83.49,-44.4307117979237,-2.1886774102731,-6.28088099777855,-30.9734993913607,-260.132686897153,-259.904159265015,3.86680212491104,-111.171501659277,-46.8579422481299,-35.6964410566969,-354.56458954817,-287.873761500613,2.45815395251586,14.0508436151011,1.50933565709583,-64.0437876126718,-43.890879106647,31.1682444763144,-9.80006129295165,12.7590177922833,-1.55568932082404,-32.3296158310832,-70.5882736987769,-225.788702572502,-5.72270337582855,19.4042665606425,-10.2700653835498,43.2725640993498,-113.558261712747,-199.00770380963,-1.12031538946448,13.6566626605459,0.309536499237919,-44.7586557176598,-55.4004850289538,131.86667074401,5.10950529398442,22.7250742324419,-1.77667678188663,-4.02469848034502,-71.1123569611555,-228.019174875851,5.44402185823066,28.9840946149628,-4.05600609412827,163.062747593653,-0.4515679128562,-476.649886524211,888.811128627555,0.0806630841441121,0.0157155252258001,355.842498191517,0.262904139834026,0.0274198067642267
83.495,-44.4300586942509,0.130620734577494,-6.12136081878129,-32.2423638136021,-253.772884447792,-264.29845226193,3.2395020232042,-125.460020341125,-60.8966074355022,-37.522703073547,-365.252403369324,-304.32829983162,2.27086596313385,14.174183385907,1.69576850365353,-61.5489365664734,-36.6893738129006,26.4824225791196,-10.6022420957106,12.0990354326828,-1.53733025221305,-32.491420875344,-63.8614420667349,-223.098345175474,-4.73361636608262,18.9869776537366,-9.66019668771451,33.6170817713588,-105.290361491083,-184.836626387868,-1.43003527998967,13.8948863925278,0.499921542783743,-42.1666720681532,-45.6924503951901,145.699157758639,3.89104320039039,22.9471033072454,-1.72951035435537,-5.61361934555653,-61.9260166613459,-224.078466495752,5.43310671976,29.9330636319363,-3.42279790354554,158.015227874657,-3.21574672479226,-476.867040481366,885.062919449132,0.0855654521036995,0.0161845432298406,305.845482067621,0.265027140920258,0.0289503892317291
83.5,-44.4153128035837,2.94917813343273,-5.50678217637346,-33.4692443021535,-245.376097710508,-266.230274029346,2.54149268655101,-139.601867330765,-75.083983778313,-39.3944355097396,-374.346487238859,-319.743680009089,2.1126854789517,14.2806987095885,1.85778492317945,-58.9002937981261,-29.6864885267607,20.9856182603368,-11.3535082449834,11.3955019233261,-1.49199459726123,-32.7698524454208,-57.2368732496367,-219.251309997928,-3.85674592093567,18.4352552490108,-8.99362145820425,23.8212126806256,-96.3312078405606,-169.571172229231,-1.73014917912551,14.151376498556,0.681250772693975,-39.4327225748845,-36.2856253107411,159.023363163298,2.53769342343994,23.0499115803772,-1.60014136380181,-7.44530874816835,-53.0713394268497,-219.009281093964,5.38707660578436,30.7337470545166,-2.70089092693822,150.938922799844,-6.20153915908785,-473.655787503073,873.443569568381,0.0896289953532055,0.0162816980359274,256.461941403076,0.267324262388906,0.0307087642262108
83.505,-44.3839632847194,6.26990377287344,-4.42323942206425,-34.6446555201878,-235.082243607061,-265.75586320751,1.77390362692853,-153.517811924636,-89.3614874996326,-41.3032405658367,-381.761011219756,-333.98305913413,1.9834983932008,14.3680626523597,1.99367556476621,-56.1365130196918,-22.9215753384485,14.7106356810749,-12.0471257058354,10.6642126528609,-1.42367604920227,-33.1612341863759,-50.7573994570508,-214.361191398355,-3.09411450577119,17.7642735171119,-8.29327183165604,14.0593759828307,-86.8282506545566,-153.485812112107,-2.01276736450179,14.4226722612462,0.851035050975394,-36.6609601760995,-27.3613673046703,171.764805405594,1.04669970868222,22.996285034964,-1.40204209529778,-9.48158244771641,-44.7558688640885,-212.807227411574,5.31171907958073,31.3327337633833,-1.94448966349519,141.877255320251,-9.44700790621873,-466.876131591347,860.952275339268,0.0930726300156126,0.0160327635275131,209.460664531044,0.270496450570389,0.03265494232151
83.51,-44.3335013739793,10.0923821479899,-2.85921351116593,-35.7598765318695,-223.044202335906,-262.952451886299,0.938275829768445,-167.125559431693,-103.666096502897,-43.2403615311337,-387.424193058651,-346.918502303074,1.88255476902268,14.4338508790875,2.10232555032395,-53.295275578568,-16.4291820454739,7.69958719458279,-12.6775440221168,9.92214979446225,-1.33687761471678,-33.6556677011452,-44.4616209466195,-208.544308788512,-2.44683412943465,16.9920509047712,-7.58157711883917,4.49462763753598,-76.9376172199567,-136.855036644684,-2.27038594688871,14.7037268392327,1.00763570817677,-33.9499739173892,-19.0876518937332,183.857093398723,-0.548995686586249,22.7750332714987,-1.15045318449095,-11.6562880201915,-37.1659066814016,-205.474282003184,5.24726066786227,31.7022526034619,-1.20840540515316,130.944177877493,-12.9941678209136,-456.428283516448,853.08473626903,0.0960503995999331,0.0155636273695334,166.363668401273,0.275416844779577,0.0347264224216437
83.515,-44.2614388999846,14.4124947989556,-0.805682395519534,-36.807005985796,-209.425890785498,-257.91677471893,0.036572187824909,-180.340728388871,-117.930413559953,-45.1967567842844,-391.279050630496,-358.432313817119,1.80850971471659,14.4756533996289,2.18322709247171,-50.4122538174975,-10.2383185687188,0.0034705035467986,-13.2401891510599,9.18661382480582,-1.23637826676067,-34.2381386930072,-38.382675863817,-201.918187237743,-1.91460830473052,16.1387760876136,-6.87929989420839,-4.72608147978963,-66.8185427770816,-119.950001038804,-2.49606661330196,14.9880725768773,1.15027173899612,-31.3894671722558,-11.616140402099,195.241362177032,-2.19485638474818,22.3978615582259,-0.8612900384452,-13.8774971592547,-30.4600311316418,-197.020030597788,5.24976495610253,31.8412730521469,-0.545675258416476,118.320720340054,-16.8811978056142,-442.259092900481,852.684051721727,0.0986511247601254,0.0150036262511377,128.301955920536,0.282971446833502,0.0369310083403355
83.52,-44.1653287968276,19.2220206314236,1.74371087105575,-37.7790075570199,-194.400314244967,-250.763432210967,-0.928817830394007,-193.078003643959,-132.082894200663,-47.1631768125673,-393.284005656934,-368.418254363537,1.75949004650524,14.4911810227616,2.2364815207408,-47.5202138047275,-4.37179029724466,-8.31836529951825,-13.7314223659769,8.47471043579565,-1.12697894534887,-34.8898607959437,-32.5472132104356,-194.600137316658,-1.49544359822339,15.2263775441288,-6.2046523624057,-13.4758292111091,-56.6282258337676,-103.034968108039,-2.68359989311309,15.2680556625499,1.27895813506888,-29.0574914764471,-5.07953029396312,205.865724518223,-3.85017868063782,21.8707339604211,-0.550122736235992,-16.0316526261466,-24.7635614641403,-187.462734847686,5.35343616300135,31.7476975927725,-0.00389730321552784,104.24715183995,-21.1353801883509,-424.36853903125,859.675530808293,0.100942392290799,0.0144228878514475,95.9182635296381,0.29387271878016,0.0394608269251896
83.525,-44.0427876356519,24.5082322350877,4.79243475573755,-38.6697456534783,-178.147619291333,-241.623135913752,-1.95508001295591,-205.252436511985,-146.048253979814,-49.1302434479274,-393.413327071266,-376.782635549454,1.73318408474789,14.4783615860064,2.26278950303378,-44.6482974680101,1.15434743532069,-17.198853077944,-14.1484576707923,7.80284517023546,-1.01324871365941,-35.5897558308877,-26.9746474944972,-186.705944928098,-1.18538067500997,14.2779982800819,-5.57261599067561,-21.6506704471534,-46.5172796925564,-86.3635785447035,-2.82765047394658,15.5351299257259,1.39438371211664,-27.018300348302,0.410757748527218,215.684856630414,-5.48388828297072,21.195713921267,-0.231477474766328,-17.9893970141455,-20.1643591275591,-176.830094971345,5.57467916692737,31.4193216222539,0.378266088508737,89.0115467577202,-25.7677721081555,-402.815573092007,871.7719127034,0.102992218563778,0.0138403850156266,69.3343877005899,0.308538513200779,0.0427836137357439
83.53,-43.8915200994399,30.2535072424353,8.34079631911536,-39.4740114967433,-160.853168653142,-230.640862846169,-3.0389842910868,-216.780855626374,-159.748061786221,-51.0885304554038,-391.657401495631,-383.445283213135,1.72695036912185,14.4354222511821,2.26342860224376,-41.8215142018706,6.33116115797789,-26.5639303413449,-14.4895629740126,7.18598014366493,-0.899285939573977,-36.3159586866937,-21.6767497015488,-178.348681460205,-0.978592783389494,13.3171003193608,-4.99448121075984,-29.1715079020195,-36.6258925091313,-70.1750280793043,-2.92388193094483,15.7801971306666,1.49774201855297,-25.3208557379356,4.76650031538566,224.659793128374,-7.065917946698,20.3789795359668,0.0817481868878362,-19.6126800278853,-16.7102796163754,-165.159621610444,5.92046669792874,30.8618961278241,0.573418334597,72.9358815603978,-30.7702882390097,-377.722559759069,885.788854960295,0.1048422110912,0.0132734137975127,48.2207961578293,0.327171735842014,0.0477349987259664
83.535,-43.7093452251622,36.4349748555715,12.3856276168342,-40.1875397795454,-142.705656560554,-217.973945680421,-4.17690102158061,-227.583346098969,-173.101517295026,-53.0286445450289,-388.022817925372,-388.340360658593,1.73793973294207,14.3609555274397,2.24021782455931,-39.0604596547919,11.1569908959219,-36.3333434819515,-14.753743731997,6.63730503432615,-0.788509487563622,-37.0472351100208,-16.6576021636622,-169.637644423166,-0.867121403634568,12.3668996300747,-4.47766726501201,-35.9848438422088,-27.080754105352,-54.6902720827407,-2.96905723392016,15.9939788478797,1.59053265859227,-23.9979917241292,7.92414594511199,232.757959964253,-8.56780357202507,19.4310522525731,0.378744679992769,-20.7626453347625,-14.4084785504081,-152.498577116772,6.38815379832363,30.0892980619861,0.56699509361312,56.3609698864893,-36.1154573814237,-349.277638921189,898.934256620244,0.106464330759137,0.0127680507386992,0,0,0
83.54,-43.4942241357063,43.0242178910966,16.9199432223903,-40.8070161828276,-123.895280656188,-203.790124074321,-5.36482477371611,-237.584750426641,-186.026401955991,-54.9413058150424,-382.532254001971,-391.417042468061,1.76322411621825,14.2539680827564,2.19546940171714,-36.3812654582642,15.6373454565303,-46.4215280423922,-14.9391669231585,6.16905941623261,-0.683496813723517,-37.7642112033421,-11.9139177027365,-160.677438463802,-0.839518200931868,11.4508704250539,-4.02586528516609,-42.0624334640168,-17.9927620242446,-40.1084054477131,-2.961110891716,16.1674030359868,1.67435232301403,-23.0662154678384,9.84579698622441,239.953429576099,-9.96342734075333,18.3666775430255,0.651040151719137,-21.3077453380673,-13.2266423600492,-138.903491748512,6.96589232417585,29.123120320695,0.357825463025126,39.6315475300883,-41.7586824534792,-317.734504098366,909.532452996598,0.107771062653171,0.0123810542434453,0,0,0
83.545,-43.2442888857914,49.9870499830209,21.9325831994835,-41.3300761031895,-104.611984072491,-188.265581044582,-6.59840548538772,-246.716142334545,-198.440184475937,-56.8174265765164,-375.224152295144,-392.640028984046,1.7999248301886,14.1139127042804,2.13192860986557,-33.795769174765,19.7845189396567,-56.7385613514125,-15.0435197397802,5.79187560297374,-0.585874111966522,-38.4503329838377,-7.4356987408678,-151.567205959675,-0.881461146282518,10.5915747815824,-3.63927884165892,-47.3999195095058,-9.45548356580057,-26.6033772849985,-2.89918878629849,16.2919871039002,1.75069488234926,-22.5261038118055,10.5196620444726,246.227345087545,-11.2297216615777,17.2044950759893,0.89255147537957,-21.1315265067622,-13.0960710390077,-124.43929918924,7.63372979823506,27.9918328708871,-0.0423254196458357,23.0826568766204,-47.6424581356383,-283.409340079228,917.039947291752,0.108670645622231,0.0121340487218696,0,0,0
83.55,-42.9578719559048,57.2833859773633,27.4078578878015,-41.755294997926,-85.0437789473623,-171.582986497422,-7.87298660832055,-254.916224586798,-210.261253994497,-58.648187462084,-366.152177113842,-391.989891078641,1.84533283090292,13.9407048508164,2.05270287946894,-31.3118798817546,23.6169222756957,-67.1911849020982,-15.0659488281683,5.51271608970449,-0.496266003920591,-39.0925006125404,-3.20719189209472,-142.400014928998,-0.978096201513146,9.80806258156815,-3.31494742047116,-52.0145789288844,-1.54432481871334,-14.3211961779488,-2.78365268520763,16.3601987245363,1.82077812374902,-22.3632350602881,9.95995641865172,251.568433259227,-12.3455649104947,15.9696648275246,1.09945824301661,-20.1395686939434,-13.9164022534366,-109.178165044194,8.36649599997474,26.7329126616961,-0.610553066139057,7.02818989785182,-53.7017411043066,-246.674935250778,921.61130978279,0.109126813117132,0.0119840443953934,0,0,0
83.555,-42.6335358499825,64.8672211843472,33.325212290415,-42.0821707999202,-65.3751603987148,-153.929568022857,-9.18364962655569,-262.132603646523,-221.410247435545,-60.4251096894379,-355.384445470106,-389.463234616523,1.89701396909879,13.7347260312409,1.96118175366017,-28.9341027659959,27.1581411306576,-77.6838938310404,-15.0065998591986,5.33494122774777,-0.414306848505408,-39.681351955283,0.79192094070952,-133.262409556284,-1.11420177429667,9.11551593895909,-3.04736128060905,-55.942352260508,5.68365917428342,-3.37776422340477,-2.61604799923617,16.3657762780004,1.88541134219733,-22.5495795465591,8.20624475657414,255.973510881478,-13.2918152990124,14.695376441457,1.26995561248532,-18.2651441236585,-15.56164667529,-93.1980997939026,9.13578067718422,25.3935970924529,-1.31531743554998,-8.24791280537057,-59.8695572117492,-207.95224051876,923.613365506011,0.109179243950109,0.0118390106060001,0,0,0
83.56,-42.2701021887078,72.6867322550014,39.6589285832733,-42.3110988887581,-45.7856177676239,-135.49522688023,-10.52526411495,-268.322897679106,-231.81143215174,-62.1401223385158,-343.002529815882,-385.072674239177,1.95289311987574,13.4968166909111,1.86094942424554,-26.6641769293038,30.4357490719999,-88.1200896729117,-14.8654773001981,5.25922472394894,-0.338710022897214,-40.2112008693129,4.58516241251703,-124.23412512347,-1.27372061517688,8.52574391743168,-2.82919935595863,-59.2343523368294,12.1893888994473,6.14255021322038,-2.39903537054937,16.3039926505074,1.94491343103533,-23.0452601343259,5.32223872245481,259.447886705232,-14.0593263857168,13.4085407470643,1.40394062273816,-15.4732762305853,-17.8871156564441,-76.5814539148645,9.90681179116886,24.0146766203164,-2.11724330877477,-22.4976784820312,-66.0819718685156,-167.699850807538,923.326071167582,0.108911131641869,0.0116142648180083,0,0,0
