timestamp,hip_angle_l,hip_angle_r,hip_angle_l_velocity,hip_angle_r_velocity,motor_torque_L_float,motor_torque_R_float,torque_L,torque_R
1762220177.791812,0.344144344329834,0.4053128957748413,-2.20202374458313,3.2501912117004395,0.0,0.0,0.18000000715255737,-0.1599999964237213
1762220177.8019443,0.32151758670806885,0.43695148825645447,-2.317894220352173,3.08099102973938,0.0,0.0,0.2199999988079071,-0.17000000178813934
1762220177.8118145,0.2976447343826294,0.4672481417655945,-2.444915533065796,2.9709384441375732,0.0,0.0,0.25999999046325684,-0.17000000178813934
1762220177.8220553,0.2724294066429138,0.496202290058136,-2.57193660736084,2.8211309909820557,0.0,0.0,0.23000000417232513,-0.05000000074505806
1762220177.8319647,0.24654319882392883,0.5233351588249207,-2.5801782608032227,2.585026741027832,0.0,0.0,0.10999999940395355,-0.11999999731779099
1762220177.8421106,0.22094464302062988,0.5473038554191589,-2.5195767879486084,2.2126896381378174,0.0,0.0,0.15000000596046448,-0.25999999046325684
1762220177.8521028,0.19601692259311676,0.5668623447418213,-2.450733184814453,1.7618130445480347,0.0,0.0,0.05000000074505806,-0.46000000834465027
1762220177.862119,0.1720481961965561,0.5821068286895752,-2.350376844406128,1.345842957496643,0.0,0.0,-0.009999999776482582,-0.3100000023841858
1762220177.8721018,0.14942145347595215,0.5937075614929199,-2.202993392944336,1.0108364820480347,0.0,0.0,-0.05999999865889549,-0.30000001192092896
1762220177.8820996,0.12823307514190674,0.6022406220436096,-2.086153268814087,0.7417649030685425,0.0,0.0,-0.2199999988079071,-0.33000001311302185
1762220177.8918362,0.10829105228185654,0.6081847548484802,-1.9310128688812256,0.4760870635509491,0.0,0.0,0.009999999776482582,-0.2199999988079071
1762220177.9019642,0.08997916430234909,0.6114444732666016,-1.7453292608261108,0.20459139347076416,0.0,0.0,-0.2199999988079071,-0.33000001311302185
1762220177.9117315,0.07348833978176117,0.6118279695510864,-1.5480101108551025,-0.09356904774904251,0.0,0.0,-0.05999999865889549,-0.2800000011920929
1762220177.921843,0.05891525000333786,0.6101022362709045,-1.3797798156738281,-0.21040914952754974,0.0,0.0,-0.05000000074505806,-0.11999999731779099
1762220177.9318857,0.04597228765487671,0.6077054142951965,-1.2256089448928833,-0.24725498259067535,0.0,0.0,-0.019999999552965164,-0.05999999865889549
1762220177.9418685,0.034275151789188385,0.6049250960350037,-1.1276767253875732,-0.2981604337692261,0.0,0.0,0.009999999776482582,-0.12999999523162842
1762220177.9517372,0.02353728376328945,0.6014736294746399,-1.0442886352539062,-0.35730770230293274,0.0,0.0,0.009999999776482582,0.009999999776482582
1762220177.9621246,0.01318291388452053,0.598021924495697,-1.0137454271316528,-0.35585325956344604,0.0,0.0,-0.10000000149011612,-0.019999999552965164
1762220177.971795,0.003211772534996271,0.5943787097930908,-0.9836869835853577,-0.3640950918197632,0.0,0.0,-0.1599999964237213,-0.05999999865889549
1762220177.9816298,-0.00666349520906806,0.590927243232727,-0.9870806932449341,-0.3199770450592041,0.0,0.0,-0.05999999865889549,0.019999999552965164
1762220177.99174,-0.016442622989416122,0.5878592729568481,-0.9836869835853577,-0.31900742650032043,0.0,0.0,0.07999999821186066,0.05000000074505806
1762220178.0016882,-0.02641349844634533,0.5850789546966553,-1.0093821287155151,-0.2433764785528183,0.0,0.0,0.10999999940395355,0.029999999329447746
1762220178.0117815,-0.03695988282561302,0.583161473274231,-1.080649733543396,-0.15659482777118683,0.0,0.0,0.029999999329447746,0.0
1762220178.021644,-0.04846500977873802,0.5820109844207764,-1.1732491254806519,-0.08435758203268051,0.0,0.0,0.05999999865889549,0.0
1762220178.0317168,-0.06073711812496185,0.5815315842628479,-1.2532434463500977,-0.018907735124230385,0.0,0.0,0.05000000074505806,-0.019999999552965164
1762220178.0417163,-0.07358420640230179,0.5816274881362915,-1.303663969039917,0.009696274064481258,0.0,0.0,0.029999999329447746,0.05999999865889549
1762220178.0516987,-0.08662331104278564,0.5816274881362915,-1.3007551431655884,0.0,0.0,0.0,0.05000000074505806,0.029999999329447746
1762220178.0617163,-0.09937479346990585,0.5816274881362915,-1.2319116592407227,0.01018108706921339,0.0,0.0,0.0,0.029999999329447746
1762220178.0717993,-0.11116727441549301,0.5816274881362915,-1.14609956741333,-0.009211461059749126,0.0,0.0,-0.029999999329447746,0.029999999329447746
1762220178.08203,-0.1220012754201889,0.5816274881362915,-1.0248961448669434,0.009211461059749126,0.0,0.0,-0.029999999329447746,0.029999999329447746
1762220178.0918002,-0.13178066909313202,0.5817233324050903,-0.9444170594215393,-0.0053329505026340485,0.0,0.0,-0.07999999821186066,0.019999999552965164
1762220178.1019042,-0.14050517976284027,0.5816274881362915,-0.820304811000824,0.0,0.0,0.0,-0.11999999731779099,0.05000000074505806
1762220178.11201,-0.14807921648025513,0.5816274881362915,-0.6864961981773376,-0.004363323096185923,0.0,0.0,-0.20000000298023224,0.019999999552965164
1762220178.121939,-0.15411953628063202,0.5816274881362915,-0.5531724095344543,0.0009696274064481258,0.0,0.0,-0.12999999523162842,0.0
1762220178.1320884,-0.15833798050880432,0.5816274881362915,-0.3233707547187805,0.0,0.0,0.0,-0.3100000023841858,0.019999999552965164
1762220178.1421413,-0.15958434343338013,0.5816274881362915,0.036361027508974075,0.0,0.0,0.0,-0.4099999964237213,0.019999999552965164
1762220178.1521938,-0.1576668620109558,0.5816274881362915,0.2996148467063904,-0.01163552887737751,0.0,0.0,-0.3100000023841858,0.0
1762220178.1619017,-0.15287290513515472,0.5803810954093933,0.6273488998413086,-0.23222576081752777,0.0,0.0,-0.20999999344348907,-0.12999999523162842
1762220178.1720989,-0.1442442685365677,0.5758745074272156,1.0966485738754272,-0.6806784272193909,0.0,0.0,-0.5199999809265137,-0.4300000071525574
1762220178.1822567,-0.12957556545734406,0.5662871599197388,1.7870233058929443,-1.121858835220337,0.0,0.0,-0.5299999713897705,-0.44999998807907104
1762220178.1918955,-0.10752406716346741,0.553056538105011,2.5287883281707764,-1.4248673915863037,0.0,0.0,-0.8100000023841858,-0.3799999952316284
1762220178.2019246,-0.07828202098608017,0.5380999445915222,3.195892095565796,-1.537829041481018,0.0,0.0,-0.550000011920929,-0.30000001192092896
1762220178.211897,-0.043479565531015396,0.5226640105247498,3.658888816833496,-1.5053465366363525,0.0,0.0,-0.5199999809265137,0.0
1762220178.2218697,-0.00512924836948514,0.5081870555877686,3.971108913421631,-1.3957785367965698,0.0,0.0,-0.2199999988079071,0.12999999523162842
1762220178.2320337,0.03580912947654724,0.495147705078125,4.122370719909668,-1.240638256072998,0.0,0.0,-0.12999999523162842,0.15000000596046448
1762220178.2416892,0.07751503586769104,0.48345112800598145,4.207213401794434,-1.0971333980560303,0.0,0.0,-0.30000001192092896,0.17000000178813934
1762220178.2519739,0.1201796755194664,0.4733840823173523,4.2387261390686035,-0.9628400206565857,0.0,0.0,0.05999999865889549,0.17000000178813934
1762220178.261925,0.1624608188867569,0.4642760753631592,4.216424465179443,-0.8639379739761353,0.0,0.0,-0.07999999821186066,0.05000000074505806
1762220178.2721689,0.20483730733394623,0.4560309052467346,4.17812442779541,-0.8101236820220947,0.0,0.0,0.11999999731779099,0.05999999865889549
1762220178.2821558,0.24587209522724152,0.44816872477531433,4.055951118469238,-0.8013970255851746,0.0,0.0,0.1599999964237213,0.10999999940395355
1762220178.291903,0.2863316535949707,0.4395400881767273,4.028316974639893,-0.9143586158752441,0.0,0.0,0.019999999552965164,0.0
1762220178.3022976,0.32564017176628113,0.4291854798793793,3.894993305206299,-1.1252524852752686,0.0,0.0,0.05000000074505806,-0.10999999940395355
1762220178.3121529,0.3640863597393036,0.41681772470474243,3.7883341312408447,-1.3288743495941162,0.0,0.0,-0.009999999776482582,-0.15000000596046448
1762220178.3219824,0.400998055934906,0.4026279151439667,3.5963480472564697,-1.481105923652649,0.0,0.0,-0.009999999776482582,-0.10999999940395355
1762220178.3324332,0.4364721477031708,0.3869045674800873,3.5284743309020996,-1.630913257598877,0.0,0.0,0.05000000074505806,-0.12999999523162842
1762220178.3419511,0.4710831046104431,0.3694553077220917,3.3723642826080322,-1.8141728639602661,0.0,0.0,0.25,-0.2199999988079071
1762220178.3521142,0.5040645003318787,0.3501844108104706,3.251645565032959,-2.017794609069824,0.0,0.0,0.12999999523162842,-0.1599999964237213
1762220178.3620396,0.5359907150268555,0.32870811223983765,3.0436604022979736,-2.2248101234436035,0.0,0.0,0.1599999964237213,-0.20000000298023224
1762220178.3720071,0.5644655227661133,0.30588990449905396,2.6698691844940186,-2.3387413024902344,0.0,0.0,0.3199999928474426,-0.11999999731779099
1762220178.382123,0.588530421257019,0.28249669075012207,2.2248101234436035,-2.3111071586608887,0.0,0.0,0.4099999964237213,-0.019999999552965164
1762220178.3917432,0.6082806587219238,0.2596781849861145,1.7981740236282349,-2.254868507385254,0.0,0.0,0.3799999952316284,0.11999999731779099
1762220178.4017675,0.6238122582435608,0.23762694001197815,1.355054259300232,-2.1617844104766846,0.0,0.0,0.3799999952316284,0.07999999821186066
1762220178.411819,0.6351258754730225,0.21672619879245758,0.943447470664978,-2.0497922897338867,0.0,0.0,0.3199999928474426,0.0
1762220178.4219916,0.6425081491470337,0.1968797892332077,0.5943816304206848,-1.9596168994903564,0.0,0.0,0.3499999940395355,0.20999999344348907
1762220178.4319491,0.6467265486717224,0.17732127010822296,0.2894338071346283,-1.9368306398391724,0.0,0.0,0.2199999988079071,-0.029999999329447746
1762220178.4419477,0.6479729413986206,0.15805009007453918,0.02569512464106083,-1.9644651412963867,0.0,0.0,0.2199999988079071,0.019999999552965164
1762220178.4522548,0.6474936008453369,0.13820421695709229,-0.09599311649799347,-1.9993716478347778,0.0,0.0,0.20999999344348907,-0.009999999776482582
1762220178.4620814,0.6460554599761963,0.11826219409704208,-0.16919998824596405,-1.9819183349609375,0.0,0.0,0.20999999344348907,-0.10999999940395355
1762220178.4720402,0.6439462304115295,0.09851192682981491,-0.2462853491306305,-1.9605865478515625,0.0,0.0,0.17000000178813934,0.11999999731779099
1762220178.48208,0.6405906677246094,0.07895313948392868,-0.413546085357666,-1.9193774461746216,0.0,0.0,-0.029999999329447746,-0.05000000074505806
1762220178.4918652,0.6357011198997498,0.06006573513150215,-0.55171799659729,-1.835019826889038,0.0,0.0,0.12999999523162842,0.12999999523162842
1762220178.5020287,0.6290857791900635,0.0423290841281414,-0.7417649030685425,-1.7269062995910645,0.0,0.0,0.07000000029802322,0.009999999776482582
1762220178.511954,0.6206483840942383,0.0259341299533844,-0.9061168432235718,-1.601824402809143,0.0,0.0,0.25999999046325684,0.10000000149011612
1762220178.522014,0.6103898882865906,0.01059405505657196,-1.0985877513885498,-1.4825602769851685,0.0,0.0,0.20000000298023224,0.20000000298023224
1762220178.5320415,0.5985971093177795,-0.003978762775659561,-1.2372444868087769,-1.4161407947540283,0.0,0.0,0.20999999344348907,0.11999999731779099
1762220178.5420756,0.5854624509811401,-0.017976604402065277,-1.3540847301483154,-1.4020812511444092,0.0,0.0,0.2199999988079071,0.019999999552965164
1762220178.552108,0.5717519521713257,-0.03197444602847099,-1.3715379238128662,-1.3952937126159668,0.0,0.0,0.2199999988079071,-0.05000000074505806
1762220178.5620923,0.5582337379455566,-0.04616403579711914,-1.3216021060943604,-1.442320704460144,0.0,0.0,0.11999999731779099,-0.07999999821186066
1762220178.5720181,0.5457698702812195,-0.061120614409446716,-1.1907024383544922,-1.5286177396774292,0.0,0.0,0.10000000149011612,-0.05000000074505806
1762220178.5819278,0.5345526337623596,-0.07674804329872131,-1.0690141916275024,-1.5911585092544556,0.0,0.0,0.019999999552965164,-0.019999999552965164
1762220178.5918944,0.5245814919471741,-0.09275950491428375,-0.9250245094299316,-1.5921281576156616,0.0,0.0,-0.15000000596046448,-0.05000000074505806
1762220178.601928,0.5163363814353943,-0.1086745485663414,-0.7645512223243713,-1.5509190559387207,0.0,0.0,-0.20999999344348907,0.0
1762220178.6118736,0.5099127888679504,-0.12343938648700714,-0.5308709740638733,-1.4418359994888306,0.0,0.0,-0.17000000178813934,0.05999999865889549
1762220178.6220896,0.5058861374855042,-0.1370537281036377,-0.275858998298645,-1.302694320678711,0.0,0.0,-0.27000001072883606,0.15000000596046448
1762220178.6320963,0.5048314929008484,-0.1497090756893158,0.021816616877913475,-1.196520209312439,0.0,0.0,-0.3199999928474426,0.05000000074505806
1762220178.642115,0.5061737298965454,-0.16102245450019836,0.19247104227542877,-1.0990725755691528,0.0,0.0,-0.10999999940395355,0.10000000149011612
1762220178.6522295,0.5087623000144958,-0.17137709259986877,0.29428189992904663,-0.9924135804176331,0.0,0.0,-0.05999999865889549,0.10999999940395355
1762220178.6620831,0.5121179223060608,-0.1806771159172058,0.36021655797958374,-0.8663620948791504,0.0,0.0,-0.17000000178813934,0.07000000029802322
1762220178.6717181,0.5163363814353943,-0.18882639706134796,0.471238911151886,-0.7684297561645508,0.0,0.0,-0.11999999731779099,0.05999999865889549
1762220178.6818135,0.5214176774024963,-0.19592104852199554,0.5337799191474915,-0.6477110981941223,0.0,0.0,0.019999999552965164,0.15000000596046448
1762220178.6918714,0.5272659659385681,-0.2016734629869461,0.6137741804122925,-0.4620274305343628,0.0,0.0,-0.20999999344348907,0.17000000178813934
