timeStamp,motor_angle_L_uint16,motor_angle_L_float,motor_angle_R_uint16,motor_angle_R_float,motor_vel_L_int16,motor_vel_L_float,motor_vel_R_int16,motor_vel_R_float,flag_num
1758074616.24477,35682.0,196.01006,37294.0,204.86519,-3796.0,-105.44444,-3560.0,-98.88889,6.0
1758074616.24565,35872.0,197.05379,37122.0,203.92035,-3743.0,-103.97222,-3266.0,-90.72222,6.0
1758074616.26096,36060.0,198.08652,36961.0,203.03592,-3720.0,-103.33334,-3162.0,-87.83334,6.0
1758074616.28021,36251.0,199.13574,36800.0,202.15152,-3884.0,-107.88889,-3203.0,-88.97222,6.0
1758074616.28061,36458.0,200.27283,36634.0,201.23964,-4140.0,-115.0,-3310.0,-91.94444,6.0
1758074616.29601,36679.0,201.48683,36462.0,200.2948,-4472.0,-124.22222,-3431.0,-95.30556,6.0
1758074616.30036,36914.0,202.77774,36287.0,199.3335,-4715.0,-130.97223,-3505.0,-97.36111,6.0
1758074616.31686,37158.0,204.1181,36109.0,198.35568,-4934.0,-137.05556,-3548.0,-98.55556,6.0
1758074616.31765,37414.0,205.52437,35929.0,197.3669,-5157.0,-143.25,-3542.0,-98.38889,6.0
1758074616.33568,37677.0,206.9691,35749.0,196.37813,-5234.0,-145.38889,-3486.0,-96.83334,6.0
1758074616.3369,37939.0,208.40833,35578.0,195.43877,-5133.0,-142.58333,-3285.0,-91.25,6.0
1758074616.35204,38196.0,209.8201,35421.0,194.57632,-5056.0,-140.44444,-2978.0,-82.72222,6.0
1758074616.37083,38452.0,211.22636,35276.0,193.77982,-5022.0,-139.5,-2752.0,-76.44444,6.0
1758074616.37118,38705.0,212.61615,35139.0,193.02724,-4921.0,-136.69444,-2672.0,-74.22222,6.0
1758074616.39065,38951.0,213.9675,35004.0,192.28566,-4817.0,-133.80556,-2652.0,-73.66666,6.0
1758074616.39101,39196.0,215.31334,34869.0,191.54405,-4828.0,-134.11111,-2699.0,-74.97222,6.0
1758074616.40983,39444.0,216.67567,34730.0,190.7805,-4924.0,-136.77777,-2789.0,-77.47222,6.0
1758074616.41019,39725.0,218.21927,34567.0,189.8851,-4906.0,-136.27777,-2934.0,-81.5,6.0
1758074616.42608,39942.0,219.4113,34433.0,189.14902,-4937.0,-137.13889,-3088.0,-85.77778,6.0
1758074616.42691,40193.0,220.79012,34273.0,188.27008,-4999.0,-138.86111,-3287.0,-91.30556,6.0
1758074616.44571,40435.0,222.11948,34111.0,187.38017,-4619.0,-128.30556,-3111.0,-86.41666,6.0
1758074616.44725,40652.0,223.31152,33957.0,186.53423,-4097.0,-113.80556,-2913.0,-80.91666,6.0
1758074616.46411,40847.0,224.38271,33813.0,185.74319,-3690.0,-102.5,-2766.0,-76.83334,6.0
1758074616.46492,41026.0,225.36598,33676.0,184.99063,-3424.0,-95.11111,-2629.0,-73.02778,6.0
1758074616.4802,41194.0,226.28885,33543.0,184.26001,-3257.0,-90.47222,-2664.0,-74.0,6.0
1758074616.49684,41356.0,227.17877,33406.0,183.50743,-3147.0,-87.41666,-2772.0,-77.0,6.0
1758074616.49714,41512.0,228.03571,33260.0,182.70543,-3061.0,-85.02778,-2986.0,-82.94444,6.0
1758074616.51562,41666.0,228.88167,33104.0,181.84846,-3018.0,-83.83334,-3204.0,-89.0,6.0
1758074616.51611,41819.0,229.72212,32938.0,180.9366,-3011.0,-83.63889,-3297.0,-91.58334,6.0
1758074616.5338,41968.0,230.54063,32769.0,180.00824,-2910.0,-80.83334,-3334.0,-92.61111,6.0
