timeStamp,motor_angle_L_uint16,motor_angle_L_float,motor_angle_R_uint16,motor_angle_R_float,motor_vel_L_int16,motor_vel_L_float,motor_vel_R_int16,motor_vel_R_float,flag_num
1758076580.36529,35980.0,197.64706,37572.0,206.39232,2338.0,64.94444,3501.0,97.25,4.0
1758076580.38091,35880.0,197.09773,37744.0,207.33714,1680.0,46.66667,3339.0,92.75,4.0
1758076580.38497,35813.0,196.72969,37908.0,208.23804,1019.0,28.30556,3177.0,88.25,4.0
1758076580.40094,35781.0,196.55391,38066.0,209.10599,380.0,10.55556,3075.0,85.41666,4.0
1758076580.40292,35776.0,196.52644,38224.0,209.97391,-52.0,-1.44444,3192.0,88.66666,4.0
1758076580.4211,35777.0,196.53194,38389.0,210.88029,0.0,0.0,3351.0,93.08334,4.0
1758076580.42188,35777.0,196.53194,38565.0,211.84711,0.0,0.0,3546.0,98.5,4.0
1758076580.43905,35777.0,196.53194,38752.0,212.87433,-5.0,-0.13889,3750.0,104.16666,4.0
1758076580.44058,35777.0,196.53194,38947.0,213.94553,-21.0,-0.58333,3802.0,105.61111,4.0
1758076580.45598,35779.0,196.54292,39137.0,214.98924,-43.0,-1.19444,3728.0,103.55556,4.0
1758076580.4607,35782.0,196.5594,39317.0,215.97804,-90.0,-2.5,3435.0,95.41666,4.0
1758076580.47601,35790.0,196.60335,39481.0,216.87892,-218.0,-6.05556,3063.0,85.08334,4.0
1758076580.478,35808.0,196.70222,39624.0,217.66446,-450.0,-12.5,2607.0,72.41666,4.0
1758076580.49485,35838.0,196.86702,39742.0,218.31265,-691.0,-19.19444,2122.0,58.94444,4.0
1758076580.51096,35876.0,197.07576,39837.0,218.83452,-722.0,-20.05556,1656.0,46.0,4.0
1758076580.51541,35910.0,197.26253,39911.0,219.24101,-675.0,-18.75,1324.0,36.77778,4.0
1758076580.53101,35954.0,197.50423,39959.0,219.50468,-1023.0,-28.41667,588.0,16.33333,4.0
1758076580.5354,36009.0,197.80637,39971.0,219.5706,-1096.0,-30.44444,23.0,0.63889,4.0
1758076580.55105,36069.0,198.13596,39969.0,219.55962,-1307.0,-36.30556,-23.0,-0.63889,4.0
1758076580.55623,36148.0,198.56992,39965.0,219.53764,-1680.0,-46.66667,-95.0,-2.63889,4.0
1758076580.57108,36247.0,199.11377,39953.0,219.47173,-2200.0,-61.11111,-382.0,-10.61111,4.0
1758076580.57698,36372.0,199.80042,39924.0,219.31242,-2718.0,-75.5,-642.0,-17.83333,4.0
1758076580.58007,36523.0,200.6299,39885.0,219.09819,-3168.0,-88.0,-838.0,-23.27778,4.0
1758076580.59609,36696.0,201.58022,39837.0,218.83452,-3531.0,-98.08334,-1019.0,-28.30556,4.0
1758076580.60132,36886.0,202.62393,39778.0,218.51041,-3869.0,-107.47222,-1234.0,-34.27778,4.0
1758076580.61704,37090.0,203.74457,39715.0,218.16434,-4044.0,-112.33334,-1256.0,-34.88889,4.0
1758076580.61997,37296.0,204.87617,39649.0,217.80179,-4094.0,-113.72222,-1318.0,-36.61111,4.0
1758076580.63585,37500.0,205.99678,39581.0,217.42825,-3996.0,-111.0,-1319.0,-36.63889,4.0
1758076580.63708,37697.0,207.07896,39512.0,217.04921,-3836.0,-106.55556,-1383.0,-38.41667,4.0
1758076580.65388,37889.0,208.13367,39442.0,216.66469,-3787.0,-105.19444,-1375.0,-38.19444,4.0
1758076580.67005,38086.0,209.21585,39367.0,216.2527,-3944.0,-109.55556,-1600.0,-44.44444,4.0
1758076580.67086,38295.0,210.36394,39273.0,215.73631,-4249.0,-118.02778,-2088.0,-58.0,4.0
1758076580.68604,38515.0,211.57243,39150.0,215.06065,-4299.0,-119.41666,-2698.0,-74.94444,4.0
1758076580.6873,38731.0,212.75897,38993.0,214.19821,-4225.0,-117.36111,-3370.0,-93.61111,4.0
1758076580.70469,38946.0,213.94003,38799.0,213.13254,-4247.0,-117.97222,-4181.0,-116.13889,4.0
1758076580.72092,39162.0,215.12657,38563.0,211.83612,-4293.0,-119.25,-5032.0,-139.77777,4.0
1758076580.72288,39381.0,216.32961,38290.0,210.33647,-4313.0,-119.80556,-5686.0,-157.94444,4.0
1758076580.74059,39593.0,217.49417,37992.0,208.69946,-4097.0,-113.80556,-5948.0,-165.22223,4.0
1758076580.74212,39784.0,218.54337,37699.0,207.08995,-3456.0,-96.0,-5602.0,-155.61111,4.0
1758076580.76062,39931.0,219.35088,37428.0,205.60127,-2467.0,-68.52778,-5206.0,-144.61111,4.0
1758076580.76211,40029.0,219.88921,37173.0,204.2005,-1494.0,-41.5,-4920.0,-136.66667,4.0
1758076580.78088,40072.0,220.12544,36927.0,202.84915,-410.0,-11.38889,-4670.0,-129.72223,4.0
1758076580.78578,40075.0,220.14192,36693.0,201.56374,138.0,3.83333,-4579.0,-127.19444,4.0
1758076580.80546,40065.0,220.08699,36456.0,200.26184,296.0,8.22222,-4726.0,-131.27777,4.0
1758076580.80592,40045.0,219.9771,36210.0,198.91049,405.0,11.25,-4912.0,-136.44444,4.0
1758076580.82117,40021.0,219.84526,35958.0,197.5262,497.0,13.80556,-4988.0,-138.55556,4.0
1758076580.82196,39998.0,219.71892,35703.0,196.12541,401.0,11.13889,-5088.0,-141.33333,4.0
1758076580.83903,39980.0,219.62004,35443.0,194.69717,313.0,8.69444,-5195.0,-144.30556,4.0
1758076580.84074,39964.0,219.53215,35182.0,193.26344,275.0,7.63889,-5138.0,-142.72223,4.0
1758076580.85729,39941.0,219.40581,34937.0,191.91759,620.0,17.22222,-4589.0,-127.47222,4.0
1758076580.86065,39898.0,219.1696,34722.0,190.73656,1074.0,29.83333,-4022.0,-111.72222,4.0
1758076580.8762,39828.0,218.78508,34541.0,189.74228,1608.0,44.66667,-3265.0,-90.69444,4.0
1758076580.88062,39729.0,218.24124,34404.0,188.98969,2223.0,61.75,-2321.0,-64.47222,4.0
1758076580.89966,39602.0,217.54361,34311.0,188.47882,2692.0,74.77778,-1485.0,-41.25,4.0
1758076580.90063,39456.0,216.74159,34260.0,188.19867,2960.0,82.22222,-712.0,-19.77778,4.0
1758076580.91627,39304.0,215.90663,34237.0,188.07233,2983.0,82.86111,-308.0,-8.55556,4.0
1758076580.92065,39159.0,215.11009,34227.0,188.0174,2720.0,75.55556,-158.0,-4.38889,4.0
1758076580.93974,39030.0,214.40146,34219.0,187.97345,2351.0,65.30556,-161.0,-4.47222,4.0
1758076580.94089,38923.0,213.81369,34215.0,187.95148,1963.0,54.52778,-4.0,-0.11111,4.0
1758076580.98064,38836.0,213.33578,34218.0,187.96796,1567.0,43.52778,64.0,1.77778,4.0
1758076580.98111,38764.0,212.94025,34224.0,188.00092,1310.0,36.38889,208.0,5.77778,4.0
1758076580.9857,38698.0,212.5777,34245.0,188.11627,1259.0,34.97222,592.0,16.44444,4.0
1758076580.98615,38637.0,212.24261,34291.0,188.36896,1179.0,32.75,1182.0,32.83333,4.0
1758076580.98814,38572.0,211.88556,34372.0,188.8139,1363.0,37.86111,1873.0,52.02778,4.0
1758076581.00594,38502.0,211.50102,34488.0,189.45114,1440.0,40.0,2658.0,73.83334,4.0
1758076581.02245,38423.0,211.06706,34647.0,190.32455,1632.0,45.33333,3498.0,97.16666,4.0
1758076581.02548,38339.0,210.60564,34853.0,191.45616,1707.0,47.41667,4496.0,124.88889,4.0
1758076581.04136,38249.0,210.11124,35109.0,192.86244,1798.0,49.94444,5476.0,152.11111,4.0
1758076581.04219,38151.0,209.57291,35417.0,194.55435,1986.0,55.16667,6371.0,176.97223,4.0
1758076581.05988,38054.0,209.04007,35745.0,196.35616,1847.0,51.30556,6397.0,177.69444,4.0
1758076581.06054,37983.0,208.65002,36047.0,198.01511,984.0,27.33333,5605.0,155.69444,4.0
1758076581.08061,37968.0,208.56763,36306.0,199.43787,-252.0,-7.0,4687.0,130.19444,4.0
1758076581.08267,38002.0,208.75439,36514.0,200.58046,-1041.0,-28.91667,3608.0,100.22222,4.0
1758076581.09996,38078.0,209.17191,36668.0,201.42641,-1809.0,-50.25,2602.0,72.27778,4.0
1758076581.10116,38182.0,209.74319,36774.0,202.0087,-2218.0,-61.61111,1781.0,49.47222,4.0
1758076581.11746,38295.0,210.36394,36850.0,202.42618,-2210.0,-61.38889,1270.0,35.27778,4.0
1758076581.12108,38399.0,210.93523,36911.0,202.76126,-1892.0,-52.55556,1207.0,33.52778,4.0
1758076581.1364,38482.0,211.39116,36973.0,203.10184,-1389.0,-38.58333,1234.0,34.27778,4.0
1758076581.14082,38534.0,211.67682,37040.0,203.46991,-772.0,-21.44444,1404.0,39.0,4.0
1758076581.15638,38556.0,211.79767,37113.0,203.87091,-189.0,-5.25,1405.0,39.02778,4.0
1758076581.16081,38555.0,211.79218,37183.0,204.25543,42.0,1.16667,1357.0,37.69444,4.0
1758076581.1776,38555.0,211.79218,37243.0,204.58502,0.0,0.0,1014.0,28.16667,4.0
1758076581.18002,38555.0,211.79218,37286.0,204.82124,-7.0,-0.19444,737.0,20.47222,4.0
1758076581.1954,38555.0,211.79218,37312.0,204.96407,-9.0,-0.25,322.0,8.94444,4.0
1758076581.2133,38556.0,211.79767,37317.0,204.99153,-11.0,-0.30556,-32.0,-0.88889,4.0
1758076581.21584,38556.0,211.79767,37317.0,204.99153,-19.0,-0.52778,-9.0,-0.25,4.0
1758076581.23152,38558.0,211.80865,37316.0,204.98604,-56.0,-1.55556,-9.0,-0.25,4.0
1758076581.2343,38566.0,211.8526,37314.0,204.97505,-261.0,-7.25,-72.0,-2.0,4.0
1758076581.25102,38589.0,211.97894,37306.0,204.93111,-582.0,-16.16667,-225.0,-6.25,4.0
1758076581.25626,38626.0,212.18219,37289.0,204.83772,-848.0,-23.55556,-459.0,-12.75,4.0
1758076581.27149,38683.0,212.4953,37261.0,204.68391,-1348.0,-37.44444,-618.0,-17.16667,4.0
1758076581.2751,38763.0,212.93475,37224.0,204.48065,-1699.0,-47.19444,-813.0,-22.58333,4.0
1758076581.2906,38858.0,213.45663,37177.0,204.22247,-2010.0,-55.83333,-948.0,-26.33333,4.0
1758076581.29128,38965.0,214.0444,37129.0,203.9588,-2151.0,-59.75,-933.0,-25.91667,4.0
1758076581.3103,39073.0,214.63768,37086.0,203.7226,-2122.0,-58.94444,-815.0,-22.63889,4.0
1758076581.31148,39177.0,215.20897,37049.0,203.51935,-1949.0,-54.13889,-644.0,-17.88889,4.0
1758076581.33116,39273.0,215.73631,37025.0,203.38751,-1804.0,-50.11111,-366.0,-10.16667,4.0
