time,hip_angle_l,hip_angle_l_velocity,hip_angle_l_velocity_filt,hip_angle_l_torque_estimated,hip_angle_l_torque_desired,hip_angle_l_torque_measured,hip_angle_l_torque_interaction,knee_angle_l,knee_angle_l_velocity,knee_angle_l_velocity_filt,knee_angle_l_torque_estimated,knee_angle_l_torque_desired,knee_angle_l_torque_measured,knee_angle_l_torque_interaction,thigh_imu_l_accel_x,thigh_imu_l_accel_y,thigh_imu_l_accel_z,thigh_imu_l_gyro_x,thigh_imu_l_gyro_y,thigh_imu_l_gyro_z,shank_imu_l_accel_x,shank_imu_l_accel_y,shank_imu_l_accel_z,shank_imu_l_gyro_x,shank_imu_l_gyro_y,shank_imu_l_gyro_z,foot_imu_l_accel_x,foot_imu_l_accel_y,foot_imu_l_accel_z,foot_imu_l_gyro_x,foot_imu_l_gyro_y,foot_imu_l_gyro_z,insole_l_force_y,insole_l_cop_x,insole_l_cop_z,hip_angle_r,hip_angle_r_velocity,hip_angle_r_velocity_filt,hip_angle_r_torque_estimated,hip_angle_r_torque_desired,hip_angle_r_torque_measured,hip_angle_r_torque_interaction,knee_angle_r,knee_angle_r_velocity,knee_angle_r_velocity_filt,knee_angle_r_torque_estimated,knee_angle_r_torque_desired,knee_angle_r_torque_measured,knee_angle_r_torque_interaction,thigh_imu_r_accel_x,thigh_imu_r_accel_y,thigh_imu_r_accel_z,thigh_imu_r_gyro_x,thigh_imu_r_gyro_y,thigh_imu_r_gyro_z,shank_imu_r_accel_x,shank_imu_r_accel_y,shank_imu_r_accel_z,shank_imu_r_gyro_x,shank_imu_r_gyro_y,shank_imu_r_gyro_z,foot_imu_r_accel_x,foot_imu_r_accel_y,foot_imu_r_accel_z,foot_imu_r_gyro_x,foot_imu_r_gyro_y,foot_imu_r_gyro_z,insole_r_force_y,insole_r_cop_x,insole_r_cop_z
0,5.86028226852417,0.13118476542525,-1.40989569161442,-0.060828408933392,-0.792043657349916,0.00639659524073955,0.00639662573698596,2.38874486804009,0.358745723962784,-1.17313446188124,-0.0420760752553795,-0.399328659280373,0.00239461385180452,0.00232868022778138,0.0500000000000114,9.7677238731302,0.532276126869762,0.0853142067643358,-0.640270821791502,-0.137506955986269,0.00682838060932892,9.63,-1.72455225373958,0.098166491570354,-0.0684540077289399,0.0695595540510358,-1.42797684270073,9.49080155847477,0.0261307444313574,1.75,-0.443899339596568,-7.36906730172108,410.861936565111,-0.230157844811727,0.00184777086800819,10.4950476455688,-2.67453035953028,-0.986173696458909,-0.106258547312423,-1.34841380458524,-0.00639659524073955,-0.00639659520253926,3.20728809356689,0.749616882215371,0.567412923124885,-0.0724002774481374,-0.694329307384162,-0.00439560459926724,-0.00457688632459832,-1.07544774626043,9.72772387313024,-0.695447746260436,0.334945485449117,-0.804587893711935,0.326515385931412,-0.95682838060933,9.67000000000002,1.27999999999997,0.194121890496573,-0.253040252385726,0.42417527170806,-1.50886237621307,9.62318897247314,0.237106949090958,-1.53999996185303,1.19000005722046,4.05999994277954,514,-0.176597625017166,-0.00387887074612081
0.005,5.86028226852417,0.695739537278453,-1.1956070832353,-0.060767535110035,-0.790467629206671,0.00870236889546319,0.00870244601245619,2.38874486804009,0.358745723962784,-1.00442640716643,-0.0421395481177378,-0.403203426258262,8.8840074946419e-05,-1.52237924563093e-05,0.0500000000000114,9.76510105558055,0.534898944419427,0.0982663921947129,-0.624080590003527,-0.153697187774244,0.0146968332582787,9.63,-1.72979788883888,0.0690240743520017,-0.0619779150137439,0.0501312759054626,-1.42860501637853,9.4845197591639,0.0286434244864336,1.75,-0.471438913237334,-7.35070753384987,409.550527790285,-0.231282990445394,-0.000440922404667238,10.4950476455688,-2.86271526003153,-1.2566562582153,-0.105822492734177,-1.34757619811435,-0.00870236889546319,-0.0087023688374475,3.20728809356689,0.373247042129841,0.601385576556833,-0.0724798483584226,-0.694360133090432,-0.00439560459926724,-0.00472618707752077,-1.07020211116113,9.72510105558059,-0.690202111161136,0.279898697369995,-0.707446502984069,0.261754458779497,-0.964696833258295,9.67000000000002,1.27999999999997,0.161741426920623,-0.217421742452177,0.372366529986536,-1.50886237621307,9.62318897247314,0.237106949090958,-1.53999996185303,1.19000005722046,4.05999994277954,514,-0.176597625017166,-0.00387887074612081
0.01,5.86028226852417,1.26032122986848,-0.981308256525705,-0.0607066583839158,-0.788891525910685,0.0110082525007688,0.0110084248887598,2.38874486804009,0.358745723962784,-0.835710307625208,-0.0422030240067931,-0.407078378004021,-0.00221704365249949,-0.00236739973840882,0.0500000000000114,9.76247811296212,0.53752188703788,0.111219195248734,-0.607889586185997,-0.169888191591774,0.022565661113592,9.63,-1.73504377407576,0.0398802674804511,-0.055501513486726,0.030702071324424,-1.42923322001073,9.47823766030606,0.0311562243584025,1.75,-0.498979800099865,-7.33234689049499,408.239056481065,-0.232408189731515,-0.00272972481344837,10.4950476455688,-3.05090913411061,-1.5271517179051,-0.105386417362712,-1.34673855170229,-0.0110082525007688,-0.0110082524218243,3.20728809356689,-0.0031407451131964,0.6353598499713,-0.0725594230630386,-0.694390960266623,-0.00439560459926724,-0.00492895048824299,-1.06495622592426,9.72247811296215,-0.684956225924261,0.224849284390388,-0.610300480078875,0.196990443509363,-0.972565661113623,9.67000000000002,1.27999999999997,0.129359419285563,-0.181801534053609,0.320555317770438,-1.50886237621307,9.62318897247314,0.237106949090958,-1.53999996185303,1.19000005722046,4.05999994277954,514,-0.176597625017166,-0.00387887074612081
0.015,5.86028226852417,1.79372870922089,-0.754737927904375,-0.0606616484019696,-0.787312941107869,0.0131868133321404,0.0131870848452187,2.38874486804009,0.358745723962784,-0.663313742502141,-0.0423358081832928,-0.410843468289975,-0.00400438074976863,-0.00416907456127279,0.0501483390386922,9.76029667807735,0.54000000000002,0.120160367041642,-0.58966243874212,-0.18610085826344,0.0302966780773352,9.63,-1.74000000000001,0.0130782174749773,-0.0491995814337095,0.0123456790123555,-1.43025306533379,9.47301298378905,0.0335658037493677,1.75103837404884,-0.524480790017894,-7.31500005722046,407.296678077362,-0.23333561857883,-0.00486660123479874,10.4950476455688,-3.2074252067426,-1.79561530429597,-0.104977011400507,-1.34586126348523,-0.0130564053869126,-0.0130564053071863,3.20696385090193,-0.369388923569579,0.658937436591464,-0.0726727838360034,-0.694518195178743,-0.00452601254449506,-0.00516057834906525,-1.06,9.72000000000003,-0.680000000000007,0.172473236941552,-0.517053441593289,0.134154257594897,-0.979554982883975,9.67000000000002,1.27999999999997,0.0985822974831315,-0.154924128927407,0.269407322883727,-1.50904001295318,9.6226560657895,0.237035894129663,-1.54103833590186,1.19103842950096,4.05584645012088,514.059335615472,-0.176599535486566,-0.00380469158891755
0.02,5.86028226852417,1.79372870922089,-0.317818325983366,-0.0608883226543006,-0.785690495318785,0.0131868133321404,0.0131871859457781,2.38874486804009,0.358745723962784,-0.427739008317864,-0.043655634011996,-0.412730399652619,0.00308701645998491,0.00291245526658813,0.0528371604036141,9.7656743208072,0.54000000000002,0.0604087811544336,-0.536549917953481,-0.2026985210099,0.0356743208071942,9.63,-1.74000000000001,0.0263563476721296,-0.0458800488844176,0.0123456790123555,-1.43798078300601,9.48589249187392,0.0342097815576051,1.76986013770674,-0.515069924215568,-7.31500005722046,412.674320807211,-0.230876966142075,-0.00440354279138526,10.4950476455688,-2.82158393987606,-2.02951443609829,-0.105023973864478,-1.34430433826513,-0.0106926064004668,-0.0106926063229989,3.20108656726354,-0.562309565016164,0.504488770354484,-0.0733648399581774,-0.696296553785438,-0.00688981153094091,-0.00761276513051862,-1.06,9.72000000000003,-0.680000000000007,0.165834171842968,-0.490497181198969,0.104278464651301,-0.971488518789194,9.67000000000002,1.27999999999997,0.0952627649338396,-0.277746833251115,0.229572932292255,-1.5122598899744,9.61299649883234,0.235747938513189,-1.55986009955976,1.20986016110561,3.98055945959577,515.134864161442,-0.176634165014875,-0.00246010620873879
0.025,5.86028226852417,1.79372870922089,0.119080442464349,-0.0611149860982084,-0.784068126892174,0.0131868133321404,0.0131872854630003,2.38874486804009,0.358745723962784,-0.192175506955168,-0.0449753969079399,-0.414617241041424,0.0101780755333085,0.0099990878970886,0.0555258535584765,9.77105170711692,0.54000000000002,0.000660044379655701,-0.483439929709223,-0.21929539233624,0.0410517071169345,9.63,-1.74000000000001,0.0396338447331863,-0.0425606746191496,0.0123456790123555,-1.44570813220038,9.49877138583005,0.0348537286592904,1.78868100389355,-0.505659507148023,-7.31500005722046,418.05170711694,-0.22841843094032,-0.00394050642781363,10.4950476455688,-2.43576107093373,-2.26340241497616,-0.105070934089155,-1.34274748728331,-0.00832892012616028,-0.00832892005422804,3.19520956386946,-0.755221007500254,0.350047468635253,-0.0740568630812992,-0.698074827595327,-0.00925349780524741,-0.0100493312358387,-1.06,9.72000000000003,-0.680000000000007,0.159195423312432,-0.46394218707684,0.0744040962639197,-0.963422439324591,9.67000000000002,1.27999999999997,0.0919433906685716,-0.400563681065939,0.18974044110907,-1.51547961346343,9.60333739246868,0.234460044309818,-1.57868096574657,1.2286809952407,3.90527605895197,516.210341423388,-0.176668792891958,-0.00111558494191976
0.03,5.86028226852417,1.79372870922089,0.556000044385358,-0.0613416603505394,-0.78244568110309,0.0131868133321404,0.0131873794601211,2.38874486804009,0.358745723962784,0.0433992272291092,-0.0462952227366431,-0.416504172404067,0.017269472743062,0.0170924003815803,0.0582146749233984,9.77642934984677,0.54000000000002,-0.0590915415075525,-0.430327408920584,-0.235893055082699,0.0464293498467934,9.63,-1.74000000000001,0.0529119749303386,-0.0392411420698577,0.0123456790123555,-1.4534358498726,9.51165089391492,0.0354977064675278,1.80750276755145,-0.496248641345697,-7.31500005722046,423.429349846789,-0.225959778503565,-0.00347744798440014,10.4950476455688,-2.04991980406719,-2.49730154677849,-0.105117896553127,-1.34119056206321,-0.00596512113971443,-0.00596512107672522,3.18933228023108,-0.948141648946839,0.195598802398273,-0.0747489192034732,-0.699853186202022,-0.0116172967916933,-0.0124682089067563,-1.06,9.72000000000003,-0.680000000000007,0.152556358213848,-0.43738592668252,0.0445283033203233,-0.95535597522981,9.67000000000002,1.27999999999997,0.0886238581192797,-0.523386385389648,0.149906050517598,-1.51869949048465,9.59367782551153,0.233172088693343,-1.59750272940447,1.24750272684535,3.82998906842687,517.285869969358,-0.176703422420268,0.000229000438258993
0.035,5.86028226852417,1.59648153980728,0.905138757729183,-0.0614820234266685,-0.781203652532279,0.0131868133321404,0.013187463724011,2.38874486804009,0.490243839636195,0.251002172465823,-0.0473744595902255,-0.417516255310292,0.021172418940964,0.0210043951514197,0.0618327480816757,9.78091637404082,0.540916374040857,-0.0953714541697565,-0.409768966087491,-0.251438884152309,0.0518327480816848,9.63091637404083,-1.74000000000001,0.0639910470144078,-0.0528756007058092,0.00668904913064288,-1.45220218194385,9.51822739733973,0.0348279282727808,1.82320735853629,-0.486792700721533,-7.31820735238063,427.091637404084,-0.224285320553331,-0.00352460893464772,10.4950476455688,-1.59648153980728,-2.60221912368474,-0.105218402445509,-1.33986930775948,-0.00439560459926724,-0.00439560454866177,3.18743290834579,-1.01048814521947,0.028770154048822,-0.075338915982354,-0.701239186832257,-0.0123812097851015,-0.0132675793167237,-1.05816725191833,9.7218327480817,-0.68183274808168,0.150410800100839,-0.427672368254146,0.0212973800956803,-0.941752633632453,9.67000000000002,1.28183274808165,0.0886824050391136,-0.609463575510334,0.129113420005154,-1.51425322937801,9.58880032913817,0.233633751128272,-1.60358539121268,1.26320729654746,3.79603651273482,517.816725191832,-0.176649708581352,0.000825095358364636
0.04,5.86028226852417,1.00938706961964,1.08084577440483,-0.0614518297662753,-0.780713265706555,0.0131868133321404,0.0131875338896594,2.38874486804009,0.881640161223306,0.403353974053717,-0.0479783739570491,-0.416799520068245,0.0187745877625056,0.018623388488236,0.0672878137599124,9.78364390687995,0.543643906879976,-0.0852694806915232,-0.453544184493138,-0.264908182123271,0.0572878137599215,9.63364390687995,-1.74000000000001,0.0707256959998967,-0.1000181436042,-0.0101475733330638,-1.43325796502823,9.51234821478836,0.0315616808586537,1.83275371436909,-0.477246336760051,-7.32775367569871,427.364390687996,-0.224160427429506,-0.00458012245623798,10.4950476455688,-1.00938706961964,-2.45224552341942,-0.105424740405236,-1.33901362204164,-0.00439560459926724,-0.00439560456441141,3.19339480835806,-0.814789988490257,-0.162548712802547,-0.0757272967580306,-0.70184996764677,-0.00998337873365376,-0.0108843099224184,-1.05271218624009,9.72728781375994,-0.687287813759917,0.157145449086328,-0.451243639703341,0.011195406617447,-0.917204838080372,9.67000000000002,1.2872878137599,0.095417054024587,-0.622932873481296,0.145950042468861,-1.49465575911844,9.59337293997219,0.237553246805922,-1.58449264703235,1.27275365238026,3.84376832441354,517.271218624008,-0.176421394245354,-5.79657762555223e-05
0.045,5.86028226852417,0.422320593637133,1.2565444129088,-0.0614216375455951,-0.780222902263763,0.0131868133321404,0.0131875855856029,2.38874486804009,1.2730178200066,0.555698511107871,-0.0485822595276507,-0.416082819002015,0.0163768709189308,0.0162507271839545,0.072742619326301,9.78637130966316,0.54637130966317,-0.0751679889018975,-0.497317315581485,-0.278376837842756,0.0627426193263101,9.63637130966315,-1.74000000000001,0.0774600238596472,-0.147158438622423,-0.0269833929824245,-1.41431465142259,9.50646931257185,0.0282955891877754,1.84229961500659,-0.467700427994258,-7.33729954382303,427.637130966316,-0.224035540260912,-0.00563558564817339,10.4950476455688,-0.422320593637133,-2.30227907428895,-0.105631068526228,-1.33815797712514,-0.00439560459926724,-0.00439560458333242,3.19935642409129,-0.619101163162756,-0.353858457068238,-0.0761156590146924,-0.70246071933765,-0.00758566201708354,-0.00847958123325945,-1.0472573806737,9.73274261932633,-0.692742619326306,0.163879776946079,-0.474813787212453,0.00109391482782128,-0.892658213031608,9.67000000000002,1.29274261932631,0.102151381884322,-0.636401529200782,0.162785862118221,-1.47505922331768,9.59794533277212,0.241472555591732,-1.56540081324418,1.28229955301776,3.89149786011421,516.725738067369,-0.176193090795982,-0.00094098480420323
